	Source_Dialogue	Reference	MT
1726	And there's the Empire.	और यह साम्राज्य है.	और यह ईम्पायर है।
1727	Permission level	अनुमति स्तर	अनुमति स्तर
1728	- No, I didn't drug you.	/ अपनी भाषा आक्रामक है. भाड़ में जाओ तुम.	- नहीं, मैं आपको दवा नहीं दिया।
1729	Say goodbye to the debugger	कहें को	डेबगर से अलविदा कीजिए
1730	I tried to get an appointment... but there's a three month waiting list.	मैं एक नियुक्ति पाने की कोशिश की ... ... लेकिन वहाँ एक तीन महीने की प्रतीक्षा सूची है।	मेरी कोशिश थी एक बुकिंग प्राप्त करने के लिए... लेकिन तीन महीने की इंतजार की सूची है।
1731	About 11130.	11130 के बारे में.	लगभग 11130।
1732	Description contains	विवरण में समाहित है	विवरण में
1733	Large font	बड़ा फॉन्ट	बड़ा फॉन्ट
1734	So, you're my son-in-law.	तो तुम मेरे दामाद हो.	तो, तुम मेरा पुत्र-सोहन हो।
1735	You hit too hard.	तुम जरा जोर से मार रहे हो.	आप बहुत ज़्यादा मजबूरी से धक्का दिए हो।
1736	In the days that follows I got them to at least work together	दिनों के बाद मैं उन्हें कम से कम एक साथ काम करने के लिए मिला में	अगले दिनों में मैंने उन्हें कम से कम साथ लगाने के लिए करार दिया।
1737	Good lord...101%	हे भगवान ... 101%	अच्छा बाबा... 101%
1738	- Merry Christmas, Mike.	- मेरी क्रिसमस, माइक.	माईक, चर्चिड बर्स शुभकामनाएं।
1739	Let's go.	चलो चलते हैं.	चलो।
1740	If the comparative results would come out, the question of whether the BJP government should rule or not would not arise in the country.	अगर इसका तुलनात्मक नतीजा आए तो देश के सामने यह सवाल नहीं आएगा कि बीजेपी की सरकार आनी चाहिए या नहीं।	यदि तुलनात्मक परिणाम सामने आए, तो देश में बीजेपी सरकार के बारे में यह प्रश्न उठेगा कि वह बर्बरता करे या नहीं।
1741	Yeah, I kind of put that together, son.	हाँ,मैंएक तरहसे, किएकसाथबेटाडालदिया .	हां, मैंने इसे बहुत अच्छी तरह से समझ लिया, बेटा।
1742	Show the date and time column	तिथि एवं समय कॉलम दोनों दिखाएँ	दिनांक और समय कॉलम दिखाएं
1743	You got no right! Please don't let them kill Hermann.	कृपया उन्हें हर्मन को मारने मत दो.	आपके पास कोई अधिकार नहीं है! कृपया उन्हें न छोड़ें जो हर्मन को मार दें।
1744	If it were not for the grace of God and His mercy to you, some of them had resolved to lead you astray but they lead astray no one but themselves. Nor can they do you any harm. God has sent down to you the Book and Wisdom and has taught you what you did not know. God's favour to you has been great indeed.	और (ऐ रसूल) अगर तुमपर ख़ुदा का फ़ज़ल (व करम) और उसकी मेहरबानी न होती तो उन (बदमाशों) में से एक गिरोह तुमको गुमराह करने का ज़रूर क़सद करता हालॉकि वह लोग बस अपने आप को गुमराह कर रहे हैं और यह लोग तुम्हें कुछ भी ज़रर नहीं पहुंचा सकते और ख़ुदा ही ने तो (मेहरबानी की कि) तुमपर अपनी किताब और हिकमत नाज़िल की और जो बातें तुम नहीं जानते थे तुम्हें सिखा दी और तुम पर तो ख़ुदा का बड़ा फ़ज़ल है	अगर आपके लिए ईश्वर की नीति और उसकी दया नहीं होती है, तो उनके कुछ लोग आपको गलत रास्ता दिखाने के लिए निश्चित रूप से तैयार थे, लेकिन वे आपको गलत नहीं कर सकते, बल्कि अपने आपको गलत करते हैं। आपके लिए वे कोई नुकसान नहीं कर सकते। ईश्वर ने आपको बुक और बुद्धि के रूप में आपको
1745	Your Lord is the Best Knower of you; if He willeth He will have mercy upon you, or if He willeth He will torment you. And We have not sent thee over them as a trustee.	तुम्हारा परवरदिगार तुम्हारे हाल से खूब वाक़िफ है अगर चाहेगा तुम पर रहम करेगा और अगर चाहेगा तुम पर अज़ाब करेगा और (ऐ रसूल) हमने तुमको कुछ उन लोगों का ज़िम्मेदार बनाकर नहीं भेजा है	तुम्हारे आप अपने लिए सबसे अच्छा जानकार हो, अगर आप चाहे तो आप आपके लिए रहिमत भेज सकते हो, या अगर आप चाहे तो आप आपके लिए दंड भेज सकते हो। और हम आपको उन लोगों के लिए एक वकील नहीं भेजे हैं।
1746	Blu-ray disc	Blu-ray डिस्क	ब्लूरे डिस्क
1747	How many generations living before them did We destroy? Do you find anyone of them around or do you even hear any word from them?	उनसे पहले कितनी ही नसलों को हम विनष्ट कर चुके है। क्या उनमें किसी की आहट तुम पाते हो या उनकी कोई भनक सुनते हो?	उनके आगे कितने जनसंख्या को हमने नष्ट किया है? उनमें से कोई आज भी देखा जा सकता है या उनसे कोई शब्द सुना जा सकता है?
1748	These guys had military training.	इन लोगों के पास सैन्य प्रशिक्षण था।	इन लोगों के पास सैन्य त्रैमूल था।
1749	Satan wants to induce hostility and hatred among you through wine and gambling and to prevent you from remembering God and prayer. Will you then avoid such things?	शैतान तो बस यही चाहता है कि शराब और जुए के द्वारा तुम्हारे बीच शत्रुता और द्वेष पैदा कर दे और तुम्हें अल्लाह की याद से और नमाज़ से रोक दे, तो क्या तुम बाज़ न आओगे?	सतान आपके बीच शराब और खेल के माध्यम से विरोध और विहंसिति फैलाना चाहता है और आपको ईश्वर के याद करने और नमाज के लिए बाधा देना चाहता है। आप इन चीзों से दूर रहेंगे?
1750	Channel View	चैनल दृश्य	चैनल दृष्टिकोण
1751	Encoding	एनकोडिंग	एनकोडिंग
1752	I do not want to change his bed.	मैं अपने बिस्तर बदलने के लिए नहीं करना चाहती.	मेरा उद्देश्य उसके बेड़ को बदलना नहीं है।
1753	But he who says to his father and his mother, 'Fie on you! Do you promise me that I shall be brought forth, when entire generations have passed away before me' Yet they supplicate to Allah for help 'Woe to you! Believe, surely the promise of Allah is true' Then he says: 'This is nothing but fairytales of the ancients'	"किन्तु वह व्यक्ति जिसने अपने माँ-बाप से कहा, ""धिक है तुम पर! क्या तुम मुझे डराते हो कि मैं (क़ब्र से) निकाला जाऊँगा, हालाँकि मुझसे पहले कितनी ही नस्लें गुज़र चुकी है?"" और वे दोनों अल्लाह से फ़रियाद करते है - ""अफ़सोस है तुमपर! मान जा। निस्संदेह अल्लाह का वादा सच्चा है।"" किन्तु वह कहता है, ""ये तो बस पहले के लोगों की कहानियाँ है।"""	"लेकिन जो अपने पिता और माता के सामने कहता है, ""आपके लिए नफरत है! आप मुझे ऐसा वादा करें कि मैं आपके बाद जब तक पूरे पीढ़ियों के बाद आ जाऊं, तब तक ले जाया जाएगा।"" फिर वे ईश्वर के लिए सहायता की अपील करते हैं, ""आपके लिए दुख हो जाए! आप विश्वास करो, निश्चित रूप से ईश्वर का वादा सच ह"
1754	You're aware that curses are not supported by science. - Neither the ghosts.	आपके शाप के विज्ञान का समर्थन नहीं है	आप जानते हैं कि देवताओं के दुर्भाग्य विज्ञान द्वारा समर्थित नहीं हैं। - न तो डाकू अपने दुर्भाग्य के लिए विज्ञान द्वारा समर्थित हैं।
1755	And now God, bends to my will.	और अब भगवान, मेरी मर्जी के लिए झुकता है।	अब ईश्वर मेरे इच्छा के अनुसार झुक गया है।
1756	You're driving like a maniac!	तुम किसी सनकी की तरह गाड़ी चला रहे हो!	आप बहुत तेजी से चल रहे हो!
1757	And he had over them no authority except [it was decreed] that We might make evident who believes in the Hereafter from who is thereof in doubt. And your Lord, over all things, is Guardian.	और शैतान का उन लोगों पर कुछ क़ाबू तो था नहीं मगर ये (मतलब था) कि हम उन लोगों को जो आख़ेरत का यक़ीन रखते हैं उन लोगों से अलग देख लें जो उसके बारे में शक में (पड़े) हैं और तुम्हारा परवरदिगार तो हर चीज़ का निगरॉ है	और उनके ऊपर उसकी कोई अधिकार नहीं था अतिरिक्त यह निर्देश था कि हम उनके बारे में जो अंतिम दिन के लिए विश्वास करते हैं, उनके से जो अंतिम दिन के बारे में संदेह रखते हैं, अंतर कर सकें। और आपका आप लोक, सभी बातों के लिए, निर्माता है।
1758	Recording audio tracks on a rewritable disc is not advised.	फिर लिखने योग्य डिस्क में ऑडियो ट्रैक की रिकॉर्डिंग सलाहकारी नहीं है.	एक लिखित-पुनः-लिखित डिस्क पर आवाज के ट्रैक रिकॉर्ड करना अधिक अधिक निषेधाज्ञा है।
1759	But depressed and knowing something was wrong, he demanded medical records.	लेकिन अवसादग्रस्त तथा कुछ गड़बड़ महसूस करते हुए, उसने चिकित्सकीय अभिलेखों की मांग की।	लेकिन गहराई से नाराज और जानते हुए कि कुछ गलत था, वह चिकित्सा रिकॉर्ड चाहे।
1760	You've got to ask why.	पूछिए क्यों.	आप बेहद अच्छा सवाल पूछ रहे हो।
1761	Whereupon she said: 'Now you see, this is he on whose account you blamed me. Yes, I sought to seduce him, but he was unyielding. If he declines to do what I command, he shall be imprisoned and be one of the humiliated'	"वह बोली, ""यह वही है जिसके विषय में तुम मुझे मलामत कर रही थीं। हाँ, मैंने इसे रिझाना चाहा था, किन्तु यह बचा रहा। और यदि इसने न किया जो मैं इससे कहती तो यह अवश्य क़ैद किया जाएगा और अपमानित होगा।"""	"उसने कहा: ""अब आप देखते हैं, यह वह व्यक्ति है जिसके कारण आपने मेरी आपत्ति की है। हाँ, मैंने उसे आकर्षित करने के लिए प्रयास किया, लेकिन वह अस्थिर नहीं रहा। यदि वह मेरे आदेश के अनुसार काम नहीं करता, तो वह बंदी बन जाएगा और नीचा हो जाएगा।"""
1762	We'll go and see the train when I'm better, shall we?	जब मैं ठीक हो जाऊंगी हम जाकर ट्रेन देखने जाएंगे, ठीक है न?	मैं बेहतर हो जाने पर ट्रेन देखेंगे, चलो?
1763	You gotta put it down.	तुम इसे नीचे रखना होगा.	आप इसे बर्बर नहीं कर सकते।
1764	But this is not all, some Indian Hockey Team players seem to be considering going on a hunger strike in protest against lack of awards for them after their recent win in Asia Cup while the cricket team got a truckload of goodies from state governments!	बात अभी पूरी नहीं हुई. भारतीय हॉकी टीम के कुछ सदस्यों ने उनकी हाल ही की एशिया कप विजय पर पुरस्कारों के टोटे, जबकि राज्य सरकारों द्वारा क्रिकेटरों को पुरस्कारों से लादने के विरोध में अनशन की चेतावनी दी!	लेकिन यह बस नहीं है, कुछ भारतीय हॉकी टीम के खिलाड़ी अपने अप्रस्तुत अवस्था में अपने अंतरराष्ट्रीय चैम्पियनशिप में जीत के बाद अपने लाभ के अभाव के विरोध में खाना न खाने की बात कर रहे हैं जबकि क्रिकेट टीम को राज्य सरकारों द्वारा बहुत सारे बाहरी चीजें दी गई हैं!
1765	I wasn't talking about hers, I was talking about yours.	मैं मैं तुम्हारा के बारे में बात कर रहा था उसका, के बारे में बात नहीं कर रहा था.	मैं उसकी बात नहीं कर रहा था, मैं आपकी बात कर रहा था।
1766	(Girls Laughing and Chattering)	(लड़कियों हंसता और बकबक)	(लड़कियां हस रही हैं और बात कर रही हैं)
1767	Line up parentheses	पंक्ति ऊपर	पैन्थेसिस के रेखांकन करें
1768	Yeah, I mean, that sounds amazing.	हाँ। काफ़ी अच्छा विचार है।	हां, मैं तो ऐसा कह रहा हूं कि यह बहुत अच्छा लगता है।
1769	- Lucy must be thrilled.	- लूसी बहुत खुश होगी।	- लूसी के बहुत खुश होने के लगते हैं।
1770	However, its cartoon industry managed to transcend both the national and the Soviet bloc borders, and became popular all over Central and Eastern Europe, including the non-aligned Yugoslavia.	हालांकि, इसका कार्टून उद्योग राष्ट्रीय और सोवियत ब्लॉक की सीमाओं पार करने में कामयाब रहा और गैर गठबंधन यूगोस्लाविया सहित सभी मध्य और पूर्वी यूरोप में लोकप्रियता हासिल कर सका।	हालांकि, इसकी कार्टून उद्योग देश और सोवियत बloc के सीमाओं के बाहर भी बाहर आ गया और केंद्रीय और पूर्वी यूरोप के सभी भागों में लोकप्रिय हो गया, जिसमें असंगत युगोस्लाविया भी शामिल है।
1771	So, when you meet (in fight Jihad in Allah's Cause), those who disbelieve smite at their necks till when you have killed and wounded many of them, then bind a bond firmly (on them, i.e. take them as captives). Thereafter (is the time) either for generosity (i.e. free them without ransom), or ransom (according to what benefits Islam), until the war lays down its burden. Thus [you are ordered by Allah to continue in carrying out Jihad against the disbelievers till they embrace Islam (i.e. are saved from the punishment in the Hell-fire) or at least come under your protection], but if it had been Allah's Will, He Himself could certainly have punished them (without you). But (He lets you fight), in order to test you, some with others. But those who are killed in the Way of Allah, He will never let their deeds be lost,	अतः जब इनकार करनेवालो से तुम्हारी मुठभेड़ हो तो (उनकी) गरदनें मारना है, यहाँ तक कि जब उन्हें अच्छी तरह कुचल दो तो बन्धनों में जकड़ो, फिर बाद में या तो एहसान करो या फ़िदया (अर्थ-दंड) का मामला करो, यहाँ तक कि युद्ध अपने बोझ उतारकर रख दे। यह भली-भाँति समझ लो, यदि अल्लाह चाहे तो स्वयं उनसे निपट ले। किन्तु (उसने या आदेश इसलिए दिया) ताकि तुम्हारी एक-दूसरे की परीक्षा ले। और जो लोग अल्लाह के मार्ग में मारे जाते है उनके कर्म वह कदापि अकारथ न करेगा	तो, जब आप ईमानदारों के खिलाफ जहाद करते हैं, तो वे अपने नाक के ऊपर आपके हथोड़े से लगातार चलते रहते हैं, तक कि जब आप उनमें से बहुत से लोगों को मार देते हैं और घायल कर देते हैं, तब आप उनके ऊपर एक ठोस बांध बनाते हैं (अर्थात उनको जेल में बंद कर देते हैं)। फिर ऐसा समय आता है
1772	ICQ Work ID 2	आईसीक्यू कार्य ID 2	आईसीक्यू कार्य आईडी 2
1773	Could not create thread for populating cache	कैश भरने के लिये थ्रेड नहीं बना सका	कैश भरने के लिए तार क्रिएट नहीं कर सका
1774	Earth is still my home.	पृथ्वीअभीभी मेराघरहै	पृथ्वी अभी तक मेरा घर है।
1775	Banks:	Banks:	बैंक:
1776	You always thought you were right...	तुम हमेशा मैं सही था...	आप हमेशा सोचे कि आप सही थे...
1777	Server, username and domain name cannot be empty. Please fill them with correct values.	सर्वर, उपयोक्तानाम, और डोमेन नाम रिक्त नहीं हो सकता है. कृपया उन्हें सही मान से भरें.	सर्वर, उपयोगकर्ता नाम और डोमेन नाम खाली नहीं हो सकते हैं। सही मान दर्ज करें।
1778	It's a skill and I'm good at it.	यह एक कौशल है और मैं इसे अच्छा हूँ.	यह एक कौशल है और मैं इसमें अच्छा हूँ।
1779	Calendar authentication request	पंचांग सत्यापन आग्रह	कैलेंडर प्रमाणीकरण अनुरोध
1780	You think you can do as you please, living with us.	तुम्हें लगता है कि तुम जो मर्जी कर सकती हो, हमारे साथ रहकर	आप ऐसा कर सकते हैं जैसा आप चाहते हैं, हमारे साथ रहते हुए।
1781	_Fetch All Headers	पूरा शीर्षक लाएँ (_F)	सभी हेडर ले आएं
1782	Constraints the panning to an axis	प्रतिबन्ध किसी अक्ष को पैन करने के लिए	अक्ष पर पैन के सीमाओं को सीमित करता है
1783	"The type ""%s"" is not a valid type."	%s नियमित फाइल नहीं है	"टाइप ""%s"" मान्य टाइप नहीं है।"
1784	But I can still do a man's work, both here and there.	लेकिन मैं अभी भी एक मर्द का काम कर सकता हूं, यहाँ और वहाँ दोनों जगह.	लेकिन मैं एक आदमी के काम भी कर सकता हूँ, यहाँ और वहाँ।
1785	Save Image	छवि सहेजें	छবि बचाएं
1786	"that thereof you may thread ways, ravines."""	"""ताकि तुम उसके विस्तृत मार्गों पर चलो।"""	जो आप अपने रास्तों के लिए बांध सकें।
1787	%a %l:%M %p	%a %l:%M %p	%a %l:%M %p
1788	They shall recline on couches lined with brocade, and within reach shall hang the fruits of the two Gardens.	यह लोग उन फ़र्शों पर जिनके असतर अतलस के होंगे तकिये लगाकर बैठे होंगे तो दोनों बाग़ों के मेवे (इस क़दर) क़रीब होंगे (कि अगर चाहे तो लगे हुए खालें)	उन्हें ब्रोकेड द्वारा सजाए गए बिस्तरों पर बैठना चाहिए, और दो घरों के फल उनके पास लगे रहेंगे।
1789	And help dragon riders sneak into Drago's camp?	और ड्रागो के शिविर में घुसने में ड्रैगन-सवारों की मदद करूँ?	एवं ड्रेगो के कैंप में ड्रेगन राइडरों को छिपाने में मदद करें?
1790	On the Day when We raise up a witness from every people, those who were bent on denying the truth will not be permitted to put forward excuses, or to make amends.	और जिस दिन हम एक उम्मत में से (उसके पैग़म्बरों को) गवाह बनाकर क़ब्रों से उठा खड़ा करेगे फिर तो काफिरों को न (बात करने की) इजाज़त दी जाएगी और न उनका उज्र (जवाब) ही सुना जाएगा	तद दिन जब हम प्रत्येक जाति से एक विचारक के रूप में उठाएंगे, तो वे जो सत्य को नकारने के लिए अपना ध्यान रखते थे, वे अपने अपवादों के लिए अनुमति नहीं मिलेगी या अपने दोषों को सुधारने के लिए।
1791	enter My Paradise!	और मेरे बेहिश्त में दाख़िल हो जा	मेरा आसमान आओ!
1792	_Manager:	प्रबंधक: (_M)	प्रबंधक:
1793	By the declining star,	गवाह है तारा, जब वह नीचे को आए	एक गिरते हुए तारे के साथ
1794	Brace indentation size in spaces:	आकार इंच:	स्पेस द्वारा ब्रेस इंडेंटेशन आकार:
1795	They (the souls) are then returned towards their True Lord – Allah; pay heed! Only His is the command; and He is the Swiftest At Taking Account.	फिर सब अल्लाह की ओर, जो उसका वास्तविक स्वामी है, लौट जाएँगे। जान लो, निर्णय का अधिकार उसी को है और वह बहुत जल्द हिसाब लेनेवाला है	उन (आत्माओं) को फिर से अपने असली ईश्वर – ईश्वर के दिक्कत ले जाया जाता है – ध्यान दो! केवल उसके अधिकार है आदेश; और वह अपनी गिनती के लिए सबसे तेज है।
1796	Cherry pick	Cherry pick	चेरी पिक
1797	Assistant	सहायक	सहायक
1798	Thought travel agents were a thing of the past thanks to the internet?	तो आपको ट्रैवेल एजेन्ट बीती हुई सदी के लगते थे, इन्टरनेट को धन्यवाद कहिए?	इंटरनेट के कारण विचार यात्रा एजेंट एक बात बन चुके थे?
1799	She comes, and she kneels down every day?	वह हर दिन आती है, और घुटनों पर बैठ जाती है?	वह आती है, और हर दिन वह बैठ जाती है?
1800	I_nclude remote tests	दूरस्थ परीक्षण को शामिल करें (_n)	दूर स्थित परीक्षण शामिल करें
1801	1st to 10th	1ला से 10वां	1 वें से 10 वें तक
1802	Organization	संगठन	संगठन
1803	"So you gonna tell us now what your ""big deal"" with Flag was?"	तो तुम हमें बताओ कि क्या अब ध्वज के साथ अपने 'बड़ा सौदा' था?	"तो अब तुम अपने ""महाकाम"" के बारे में हमें कहो कि फ्लैग के साथ क्या था?"
1804	And I, no longer queen, will be put to death with your sister and the remaining members of our family.	... मवेशियों के ऊपर एक और व्यर्थ लड़ाई में विकृत किया जाना है. और मैं अब कोई रानी, मौत के लिए रखा जाएगा... ... अपनी बहन और हमारे परिवार के शेष सदस्यों के साथ.	और मैं, अब रानी नहीं, आपकी बहन और हमारे परिवार के शेष सदस्यों के साथ मारे जाऊंगी।
1805	PAXTON:	PAXTON:	पैक्सन:
1806	A generic python project using automake project management	A python प्रयोग कर रहा है	एक सामान्य पाइथन प्रोजेक्ट जो ऑटोमेक प्रोजेक्ट प्रबंधन का उपयोग करता है
1807	Encoding	एनकोडिंग	एनकोडिंग
1808	Copy...	नक़ल करें...	कॉपी...
1809	Amandine Poulain likes: Figure skaters' costumes on TV.	Amandine Poulain को टीवी पर स्केटरों वेशभूषा पसंद है	अमैंडिन पौलैन के पसंद के बारे में: टीवी पर फिगर स्केटरों के काले आउटफिट।
1810	How dare he plays me using my dad!	उसकी हिम्मत कैसे हुई कि मेरे डैड का इस्तेमाल करके मेरे साथ खेले!	कैसे उसने मेरे पिता के द्वारा मेरा खेल लेने के लिए बार-बार कहा!
1811	Did she at least say where she was going?	वह कहाँ जा रहा था वह कम से कम कहा?	वह कम से कम जानकारी दे गई कि वह कहां जा रही थी?
1812	O ye who believe! save yourselves and your families from a Fire whose fuel is Men and Stones, over which are (appointed) angels stern (and) severe, who flinch not (from executing) the Commands they receive from Allah, but do (precisely) what they are commanded.	ऐ ईमान लानेवालो! अपने आपको और अपने घरवालों को उस आग से बचाओ जिसका ईधन मनुष्य और पत्थर होंगे, जिसपर कठोर स्वभाव के ऐसे बलशाली फ़रिश्ते नियुक्त होंगे जो अल्लाह की अवज्ञा उसमें नहीं करेंगे जो आदेश भी वह उन्हें देगा, और वे वही करेंगे जिसका उन्हें आदेश दिया जाएगा	अपने विश्वास करने वालों! आप अपने आप और आपके परिवार को एक आग से बचाएं, जिसका दहाना लोग और पत्थर होते हैं, जिसके ऊपर तीखे और गंभीर आंगन होते हैं, जो आपके द्वारा आल्लाह से प्राप्त आदेशों को निष्पादित करने में नहीं बाधा आती, लेकिन आल्लाह से प्राप्त आदेशों के अनुसार बराबर तरीके
1813	And then, shortly thereafter, three.	एक डबल घटना नहीं होगी.	फिर, जल्द ही तीन।
1814	_Debug	डिबग करें (_D)	डेबगिंग
1815	I think I found Liedenbrock's notebook.	एल लगता है कि मैं Liedenbrock नोटबुक पाया. देखो .	मैं सोचता हूँ कि मैं लिडेनब्रोक के नोटबुक को पाए हुए हूँ।
1816	And to you We have revealed the Book containing the truth, confirming the earlier revelations, and preserving them (from change and corruption). So judge between them by what has been revealed by God, and do not follow their whims, side-stepping the truth that has reached you. To each of you We have given a law and a way and a pattern of life. If God had pleased He could surely have made you one people (professing one faith). But He wished to try and test you by that which He gave you. So try to excel in good deeds. To Him will you all return in the end, when He will tell you of what you were at variance.	और हमने तुम्हारी ओर यह किताब हक़ के साथ उतारी है, जो उस किताब की पुष्टि करती है जो उसके पहले से मौजूद है और उसकी संरक्षक है। अतः लोगों के बीच तुम मामलों में वही फ़ैसला करना जो अल्लाह ने उतारा है और जो सत्य तुम्हारे पास आ चुका है उसे छोड़कर उनकी इच्छाओं का पालन न करना। हमने तुममें से प्रत्येक के लिए एक ही घाट (शरीअत) और एक ही मार्ग निश्चित किया है। यदि अल्लाह चाहता तो तुम सबको एक समुदाय बना देता। परन्तु जो कुछ उसने तुम्हें दिया है, उसमें वह तुम्हारी परीक्षा करना चाहता है। अतः भलाई के कामों में एक-दूसरे से आगे बढ़ो। तुम सबको अल्लाह ही की ओर लौटना है। फिर वह तुम्हें बता देगा, जिसमें तुम विभेद करते रहे हो	और आपके लिए हमने ईमान के बुक को अवतारित किया है, जो पूर्व के अवतारों की पुष्टि करता है और उन्हें बदलाव और धोखाधारी से बचाता है। इसलिए आप अपने बीच अवतारित किए गए बातों के आधार पर फैसला करें, और उनके अपने आपके विचारों के अनुसार न अनुसरण करें, जो आपको पहुंच गए हैं। हमने आप सभ
1817	So you're pleading guilty to the trooper's charge?	आप जवान के आरोप में दोषी विनती कर रहे हैं तो क्या?	तो आप ट्रॉपर के आरोप पर गुनाहाची बात बता रहे हो?
1818	(Unknown Filename)	(अज्ञात फ़ाइलनाम)	(अज्ञात फ़ाइल नाम)
1819	'Cause whoever's doing this is taking it seriously enough now to let us know that the loans to you, they're not secure.	जो कोई भी यह कर रहा है अब काफी गंभीरता से ले रही है क्योंकि हमें अपने आप को ऋण , वे सुरक्षित नहीं हैं कि यह बताने के लिए.	क्योंकि वह जो इसे कर रहे हैं, अब इसे बहुत गंभीर तौर पर ले रहे हैं ताकि हमें बता सकें कि आपके लिए लोन आपके लिए निश्चित नहीं हैं।
1820	_View	दृश्य_(V)	देखें
1821	Text	पाठ	टेक्स्ट
1822	Restart the game	वर्तमान खेल पुनःप्रारंभ करें	खेल को फिर से शुरू करें
1823	Lodge them where ye dwell, according to your wealth, and harass them not so as to straiten life for them. And if they are with child, then spend for them till they bring forth their burden. Then, if they give suck for you, give them their due payment and consult together in kindness; but if ye make difficulties for one another, then let some other woman give suck for him (the father of the child).	मुतलक़ा औरतों को (इद्दे तक) अपने मक़दूर मुताबिक दे रखो जहाँ तुम ख़ुद रहते हो और उनको तंग करने के लिए उनको तकलीफ न पहुँचाओ और अगर वह हामेला हो तो बच्चा जनने तक उनका खर्च देते रहो फिर (जनने के बाद) अगर वह बच्चे को तुम्हारी ख़ातिर दूध पिलाए तो उन्हें उनकी (मुनासिब) उजरत दे दो और बाहम सलाहियत से दस्तूर के मुताबिक बात चीत करो और अगर तुम बाहम कश म कश करो तो बच्चे को उसके (बाप की) ख़ातिर से कोई और औरत दूध पिला देगी	उनको आपके आवास में रखो, आपके साथ आपके धन के अनुसार, और उनके जीवन को निर्धारित न करे। और यदि वे गर्भवती हों, तो उनके लिए उनके बच्चे जन्मे तक खर्च करो। फिर, यदि वे आपके लिए दूध दें, तो उनके लिए उनके दूध के लिए अपना भुगतान करो और अनुकूलता से एक साथ सलाह लो; लेकिन यदि
1824	THIS IS THE ONLY TIME-- IT'S THE FIRST TIME	यह केवल समय है - आईटी पहली बार है	यह एक बार भी नहीं होगा - यह पहली बार होगा
1825	Unexpected reply from server	सर्वर से अप्रत्याशित जवाब	सर्वर से अप्रत्याशित उत्तर
1826	Opening calendar	पंचांग खोल रहा है	कैलेंडर खोलें
1827	The file '{0}' is not a regular file and cannot be sent in a message.	फ़ाइल `{0}' एक सामान्य फ़ाइल नहीं है और संदेश में भेजी नहीं जा सकती है.	फ़ाइल '{0}' एक सामान्य फ़ाइल नहीं है और संदेश में भेजने के लिए नहीं काम कर सकती है।
1828	You can forgive Kal any lapses in our quorum..	आप किसी भी काल माफ कर सकते हैं हमारे कोरम में खामियों ..	आप कैल के लिए हमारे सभासदों की संख्या में कोई भी गलती को अनुमति दे सकते हैं।
1829	As for the children, God decrees that the share of the male is equivalent to that of two females. If they consist of women only, and of them more than two, they will get two-thirds of the inheritance; but in case there is one, she will inherit one half. The parents will each inherit a sixth of the estate if it happens the deceased has left a child; but if he has left no children, and his parents are his heirs, then the mother will inherit one-third; but if he has left brothers, the mother will inherit one-sixth after payment of legacies and debts. Of parents and children you do not know who are more useful to you. These are the decrees of God who knows all and is wise.	अल्लाह तुम्हारी सन्तान के विषय में तुम्हें आदेश देता है कि दो बेटियों के हिस्से के बराबर एक बेटे का हिस्सा होगा; और यदि दो से अधिक बेटियाँ ही हो तो उनका हिस्सा छोड़ी हुई सम्पत्ति का दो तिहाई है। और यदि वह अकेली हो तो उसके लिए आधा है। और यदि मरनेवाले की सन्तान हो जो उसके माँ-बाप में से प्रत्येक का उसके छोड़े हुए माल का छठा हिस्सा है। और यदि वह निस्संतान हो और उसके माँ-बाप ही उसके वारिस हों, तो उसकी माँ का हिस्सा तिहाई होगा। और यदि उसके भाई भी हो, तो उसका माँ का छठा हिस्सा होगा। ये हिस्से, वसीयत जो वह कर जाए पूरी करने या ऋण चुका देने के पश्चात है। तुम्हारे बाप भी है और तुम्हारे बेटे भी। तुम नहीं जानते कि उनमें से लाभ पहुँचाने की दृष्टि से कौन तुमसे अधिक निकट है। यह हिस्सा अल्लाह का निश्चित किया हुआ है। अल्लाह सब कुछ जानता, समझता है	बच्चों के बारे में, ईश्वर ने निर्धारित किया है कि पुरुष का भाग दो औरतों के भाग के बराबर होता है। यदि वे केवल महिलाएं हों और उनमें से दो से अधिक हों, तो उन्हें वास्तविक वारिसी के दो-तिहाई हिस्सा मिलता है; लेकिन यदि उनमें से केवल एक हो, तो उसे आधा हिस्सा मिलता है। यदि मृतक ने बच्च
