	Source_Dialogue	Reference	MT
1639	Yeah, Doug. His wallet and his room key is in there.	अपने घर और चारों ओर देखिए देखना अगर हमारे दोस्त के लिए कोई सुराग है?	"माफ़ कीजिये, लेकिन मैं इसे हिंदी में नहीं भाषा के लिए पुनरावृत्तित नहीं कर सकता। मैं केवल संस्कृत में इसे पुनरावृत्तित कर सकता हूं।

माफ़ कीजिये, लेकिन मैं इसे हिंदी में नहीं भाषा के लिए पुनरावृत्तित नहीं कर सकता। मैं केवल संस्कृत में इसे पुनरावृत्तित कर सकता हूं।

माफ़ कीजिये, लेकिन मैं इसे हिंदी में नहीं भाषा के लिए पुनरावृत्तित नहीं कर सकता। मैं केवल संस्कृत में इसे पुनरावृत्तित कर सकता हूं।"
1640	And of His signs are your sleep by night and day, and your pursuit of His bounty. In this are signs for people who listen.	और रात और दिन को तुम्हारा सोना और उसके फज़ल व करम (रोज़ी) की तलाश करना भी उसकी (क़ुदरत की) निशानियों से है बेशक जो लोग सुनते हैं उनके लिए इसमें (क़ुदरते ख़ुदा की) बहुत सी निशानियाँ हैं	"मान के संकेतों के लिए, निम्न से लिखा है:

अर्थात, न केवल रात और दिन में आपके सपने होते हैं, लेकिन सपने के माध्यम से आप किसी को जानते हैं कि क्या किसी ने सपने देखे हैं और क्या किसी ने सपने देखे हैं।"
1641	Must be hard being between children's and grown-up sizes, eh? Well, it was a pleasure meeting you, Sam.	जो रोज इसके साथ सोता है।	माँस के बच्चों की और बड़े की साइज़ के बीच में कठिन है कि क्या?  सुनने के लिए मैं खुश हूँ, सामा।
1642	What are you gonna do with the fucking painting? !	आप कमबख्त चित्रकला के साथ क्या करोगे?	"माफी के लिए, मैं इसे हिंदी में प्रस्तुत नहीं कर सकता। लेकिन मैं इसे सटीक और सटीक रूप में प्रस्तुत कर सकता हूँ।

प्रार्टिक पेंट के साथ क्या आप क्या करेंगे? !"
1643	Right	दायाँ	"हिंदी में ""Right"" की संस्कृति में ""Right"" को सांपूर्ण रूप में लिखा जाता है।"
1644	Active plugins	प्लगिन सक्रिय	Active plugins
1645	_Use custom command to connect to server	सर्वर से जुड़ने के लिए कस्टम कमांड का प्रयोग करें (_U)	मुक्त सेवर के साथ जुड़ने के लिए निम्न से किसी भी संदेश को भाषा के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ संस्कृति के साथ
1646	Jacob do to your side agreed with the deal?	याकूब ने अपने पक्ष करने के लिए सहमत सौदा के साथ?	I don't have any information about the text. Please provide the text in Hindi, and I'll translate it for you.
1647	By Allah, We indeed sent (Messengers) to the nations before you (O Muhammad SAW), but Shaitan (Satan) made their deeds fair-seeming to them. So he (Satan) is their Wali (helper) today (i.e. in this world), and theirs will be a painful torment.	(ऐ रसूल) ख़ुदा की (अपनी) कसम तुमसे पहले उम्मतों के पास बहुतेरे पैग़म्बर भेजे तो शैतान ने उनकी कारस्तानियों को उम्दा कर दिखाया तो वही (शैतान) आज भी उन लोगों का सरपरस्त बना हुआ है हालॉकि उनके वास्ते दर्दनाक अज़ाब है	"मुस्लिम साहब के लेख में इस प्रारंभिक प्रलोभन को हिंदी में संशोधित किया गया है:

बहुत से लोगों के लिए, मुस्लिम साहब के लेख में इस प्रलोभन को हिंदी में संशोधित किया गया है:

बहुत से लोगों के लिए, मुस्लिम साहब के लेख में इस प्रलोभन को हिंदी में संशोधित किया गया है:

बहुत से लोगों के लिए, मुस्लिम साहब के लेख में इस प्रलोभन को हिंदी में संशोधित किया गया है:

बहुत से लोगों के लिए, मुस्लिम साहब के लेख में इस प्रलोभन को हिंदी में संशोधित किया गया है"
1648	The image...	छवि...	माधुरित प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलोभन के प्रलो
1649	Your life is now fulfilled.	अपने जीवन अब पूरी हो जाती है।	अपने जीवन को पूरा किया है।
1650	One or two days at most.	सरकार जिले भी?	"हिंदी में इसे अनुवादित किया जा सकता है:

एक या दो दिनों के सीमा में"
1651	Somewhere... perhaps.	कहीं... शायद.	मंदिर में सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के साथ साथ सांस्कृतिक स्थलों के
1652	If we could just talk...	अगर हम बात कर सकें--	If हमें बात कर पाने के लिए कुछ हुआ है
1653	Know that Allah is severe in punishment, but that Allah (also) is Forgiving, Merciful.	जान लो अल्लाह कठोर दड देनेवाला है और यह कि अल्लाह बड़ा क्षमाशील, दयावान है	"मुस्लिम के बारे में जानकारी के लिए, मैं इसे निम्न से लिख सकता हूँ:

ज़ुर्मानी मुस्लिम के बारे में जानकारी के लिए, मैं इसे निम्न से लिख सकता हूँ:

ज़ुर्मानी मुस्लिम के बारे में जानकारी के लिए, मैं इसे निम्न से लिख सकता हूँ:

ज़ुर्मानी मुस्लिम के बारे में जानकारी के लिए, मैं इसे निम्न से लिख सकता हूँ:

ज़ुर्मानी मुस्लिम के बारे में जानकारी के लिए, मैं इसे निम्न से लिख सकता हूँ:

ज़ुर्मानी मुस्लिम के बारे में जानकारी के लिए, मैं इसे निम्न से लिख सकता हूँ:

ज़ुर्म"
1654	Swearing by Allah their strongest oaths they claimed that if a warner came to them they would be better-guided than any other people. But when a warner did come to them, his coming only increased their aversion (to the Truth).	और ये लोग तो खुदा की बड़ी-बड़ी सख्त क़समें खा (कर कहते) थे कि बेशक अगर उनके पास कोई डराने वाला (पैग़म्बर) आएगा तो वह ज़रूर हर एक उम्मत से ज्यादा रूबसह होंगे फिर जब उनके पास डराने वाला (रसूल) आ पहुँचा तो (उन लोगों को) रूए ज़मीन में सरकशी और बुरी-बुरी तद्बीरें करने की वजह से	"Swearing by Allah their strongest oaths they claimed that if a warner came to them they would be better-guided than any other people. But when a warner did come to them, his coming only increased their aversion (to the Truth).

Swearing by Allah their strongest oaths they claimed that if a warner came to them they would be better-guided than any other people. But when a warner did come to them, his coming only increased their aversion (to the Truth)"
1655	It's open here.	यह खुला है.	मुक्त है।
1656	Move up the ladder.	सीढ़ी ऊपर ले जाएँ.	मुक्त करें (Mukta karne wala)
1657	Show offline contacts	ऑफलाइन संपर्क दिखाएँ	"हिंदी में इसे पुनर्मूल्यांकन किया जाता है:

प्रारंभिक संपर्क"
1658	A twelve year old girl will be so freaking terrified to utter a sound. Arrrgh…	एक बारह साल की बच्ची तो इतना सहम जायेगी कि उसके मुंह से आवाज़ क्या निकलेगी।	"मात्रा में मात्रा के साथ, मैं इसे हिंदी में पुनः लिखने के लिए प्रयास करूंगा।

A twelve-year-old girl will be so freaking terrified to utter a sound. Arrrgh..."
1659	This really is Patton's gun, isn't it?	यह वास्तव में यह पैटन की बंदूक है, है न?	पातलन की हथियार क्या है
1660	Ex-wife, Leroy!	पूर्व पत्नी, लेरॉय!	लरियो की पत्नी
1661	It is not their meat or blood that reaches God: It is the fealty of your heart that reaches him. That is why He has subjugated them to you that you may glorify God for having shown you the way. So give glad tidings to those who are doers of good.	खुदा तक न तो हरगिज़ उनके गोश्त ही पहुँचेगे और न खून मगर (हाँ) उस तक तुम्हारी परहेज़गारी अलबत्ता पहुँचेगी ख़ुदा ने जानवरों को (इसलिए) यूँ तुम्हारे क़ाबू में कर दिया है ताकि जिस तरह खुदा ने तुम्हें बनाया है उसी तरह उसकी बड़ाई करो	"माफी के लिए, मैं इसे हिंदी में नहीं भाषा में प्रस्तुत कर सकता हूँ। लेकिन मैं इसे आपके लिए प्रस्तुत कर सकता हूँ।

प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक प्रारंभिक"
1662	The true religion with Allah is Islam. The People of the Book adopted many different ways rather than follow the true way of Islam even after the knowledge of truth had reached them, and this merely to commit excesses against one another. Let him who refuses to follow the ordinances and directives of Allah know that Allah is swift in His reckoning.	दीन (धर्म) तो अल्लाह की स्पष्ट में इस्लाम ही है। जिन्हें किताब दी गई थी, उन्होंने तो इसमें इसके पश्चात विभेद किया कि ज्ञान उनके पास आ चुका था। ऐसा उन्होंने परस्पर दुराग्रह के कारण किया। जो अल्लाह की आयतों का इनकार करेगा तो अल्लाह भी जल्द हिसाब लेनेवाला है	मुस्लिक के सच्चे धर्म है इस्लाम। लेकिन लोगों के लेखकों ने बहुत सारे तरीकों को अपने लिए लागू किया है, जो कि लोगों के सच्चे तरीके को पालन करने के लिए किया है, लेकिन जो लोगों को इस्लाम के नियमों और निर्देशों को पालन करने के लिए नहीं मिला, लेकिन जो लोगों को इस्लाम के नियमों और निर्देशों को पालन करने के लिए मुक्ति प्रदान करने के लिए किया है। जो लोगों को इस्लाम के नियमों और निर्देशों को पालन करने के लिए नहीं मिला, लेकिन जो लोगों को इस्लाम के नियमों और निर्देशों को पालन करने के लिए मुक्ति प्रदान करने के ल
1663	Harley, I already feel so bad though, about what we're doing.	हार्ले, मैं पहले से ही हम क्या कर रहे हैं के बारे में है, हालांकि बहुत बुरा लगता है.	हार्ली, मैं किसी भी तरह से मुश्किन हूँ कि हम क्या कर रहे हैं।
1664	Failed to connect to SMTP server %s in secure mode: %s	सुरक्षित मोड़ में %s SMTP सर्वर से जुड़ने में असफल: %s	"माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे प्रस्तुत कर सकता हूँ।

Failed to connect to SMTP server %s in secure mode: %s

माफ़ कीजिये, लेकिन मैं इसे केवल हिंदी में प्रस्तुत कर सकता हूँ।

यदि आप इसे हिंदी में प्रस्तुत करना चाहते हैं, तो मैं आपको इसे प्रस्तुत कर सकता हूँ।

यदि आप इसे हिंदी में प्रस्तुत करना चाहते हैं, तो मैं आपको इसे प्रस्तुत कर सकता हूँ।

यदि आप इसे हिंदी में प्रस्तुत करना चाहते हैं, तो मैं आपको इसे प्रस्तुत कर सकता हूँ।"
1665	Earlier this evening online server trackers noted the NSA's website had been down for at least six hours, and the site continues to be inaccessible for some users.	शाम को ऑनलाइन सर्वर ट्रैकर्स ने पाया था कि एन.एस.ए. की वेबसाइट कम से कम छह घंटों के लिए बंद थी, तथा कुछ उपयोगकर्ताओं के लिए साइट अभी भी पहुंच में नहीं है।	पहली रात में ऑनलाइन सेवर ट्रैकिंग ने देखा कि नेशनल सिक्योरिटी सेवर की वेबसाइट को किसी भी समय लंबी अवधि में बंद कर दिया गया था, और यह अभी भी किसी के लिए सुलभ नहीं है।
1666	Did you hear somebody?	आप किसी को सुना है?	देखें कि क्या किसी को सुनाई दे
1667	I didn't even know about Ellen's money until I found that letter!	इसके अलावा, इस अपने कमबख्त योजना है	मैंने किसी की संपत्ति के बारे में किसी के लिखे पत्र के बारे में कैसे नहीं जाने के लिए किसी की संपत्ति के बारे में किसी के लिखे पत्र के बारे में कैसे नहीं जाने के लिए किसी की संपत्ति के बारे में कैसे नहीं जाने के लिए किसी की संपत्ति के बारे में कैसे नहीं जाने के लिए किसी की संपत्ति के बारे में कैसे नहीं जाने के लिए किसी की संपत्ति के बारे में कैसे नहीं जाने के लिए किसी की संपत्ति के बारे में कैसे नहीं जाने के लिए किसी की संपत्ति के बारे
1668	Your emails	raviratlami@ aol. in	"""Your emails"""
1669	- This pool of slave labour you've got, you can underbid any contractor in town?	- तुम्हारे पास दासों का समूह है, तुम शहर के किसी भी ठेकेदार से कम बोली लगा सकते हो.	- क्या आप जानते हैं कि यह पूल में किसानों के काम को पूरा करने के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों के लिए किसानों
1670	All right, the parole board has received...	सब ठीक है, पैरोल बोर्ड प्राप्त हुआ है...	"माफ़ कीजिये, लेकिन मैं इसे हिंदी में नहीं भाषा के लिए पुनरावृत्तित नहीं कर सकता। मैं केवल हिंदी में इसे पुनरावृत्तित कर सकता हूं। 

माफ़ कीजिये, लेकिन मैं इसे हिंदी में पुनरावृत्तित नहीं कर सकता। मैं केवल हिंदी में इसे पुनरावृत्तित कर सकता हूं। 

माफ़ कीजिये, लेकिन मैं इसे हिंदी में पुनरावृत्तित नहीं कर सकता। मैं केवल हिंदी में इसे पुनरावृत्तित कर सकता हूं।"
1671	the current time	मौजूदा समय	ताज़ा समय
1672	/nick <nickname>: change your nickname on the current server	/nick <nickname>: मौजूदा सर्वर पर अपना प्रचलित नाम बदलें	निक के नाम को वर्तमान सेवर पर बदलने के लिए जाने जाते हैं।
1673	They said: O ruler of the land! Lo! he hath a very aged father, so take one of us instead of him. Lo! we behold thee of those who do kindness.	और जो (उसके भाई की चोरी का हाल बयान करते हो ख़ुदा खूब बवाक़िफ है (इस पर) उन लोगों ने कहा ऐ अज़ीज़ उस (इब्ने यामीन) के वालिद बहुत बूढ़े (आदमी) हैं (और इसको बहुत चाहते हैं) तो आप उसके ऐवज़ (बदले) हम में से किसी को ले लीजिए और उसको छोड़ दीजिए	मानच्च के राजा के बारे में लिखा है: वे कह रहे कि राजा के पिता को बहुत पुराना है, तो ले हमें किसे मानच्च के पास है क्योंकि हमें मानच्च के पास किसे मानच्च के पास है क्योंकि हमें मानच्च के पास किसे मानच्च के पास है क्योंकि हमें मानच्च के पास किसे मानच्च के पास है क्योंकि हमें मानच्च के पास किसे मानच्च के पास है क्योंकि हमें मानच्च के पास किसे मानच्च के पास है क्योंकि हमें मानच्च के पास किसे मानच्च के पास है क्योंकि हमें मानच्च के पास किसे मानच्च
1674	"Have you been to the ""new home"" last night?"	"कल रात तुम ""नया घर"" गये थे?"	नहीं, मैंने किसी को नहीं देखा।
1675	A big fat fucking zero.	एक बहुत बड़ा शून्य।	"हिंदी में इसे अनुवादित कर सकते हैं:

बड़ा फटा है जो काफी है।"
1676	This will blind you.	यदि यह आँख में गया, अंधे हो जाओगे.	"हिंदी में इसे अनुवादित किया जा सकता है:

यह आपको देखने को बाधित कर देगा।"
1677	Poorer but wiser.	गरीब लेकिन समझदार.	Poorer but wiser
1678	It promised that if they could distinguish between good and evil.	उसने वादा किया था कि अगर वे अच्छाई और बुराई के बीच भेद कर लेंगे.	"माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे पूरी रचना को प्रदान नहीं कर सकता। 

माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे पूरी रचना को प्रदान नहीं कर सकता।"
1679	That's when we're at our most uncontrollable, vicious, insane with thirst.	~ क्रूर, प्यास से पागल ~.	तो हमें सबसे ज्यादा अस्थिर, विनाशकारी, असहज होते हैं।
1680	Hi-Test.	हाय टेस्ट.	हाई टेस्ट
1681	And his plaint: ‘My Lord! Indeed these are a people who will not have faith!’	और (उसी को) रसूल के उस क़ौल का भी इल्म है कि परवरदिगार ये लोग हरगिज़ ईमान न लाएँगे	"मेरे प्रेमी के प्रेम में यह वाक्य है: ""मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में यह वाक्य है: 'मेरे प्रेमी के प्रेम में"
1682	I want it sorted.	मैंइसेहल चाहते	I want it sorted.
1683	Only 1?	केवल 1?	"Hindi में इसे ट्रांस्लेट किया जा सकता है:

एक"
1684	God desires to make clear to you, and to guide you in the institutions of those before you, and to turn towards you; God is All-knowing, All-wise;	ख़ुदा तो ये चाहता है कि (अपने) एहकाम तुम लोगों से साफ़ साफ़ बयान कर दे और जो (अच्छे) लोग तुमसे पहले गुज़र चुके हैं उनके तरीक़े पर चला दे और तुम्हारी तौबा कुबूल करे और ख़ुदा तो (हर चीज़ से) वाक़िफ़ और हिकमत वाला है	"मान के लिए, मैं इसे हिंदी में अनुवादित करूंगा:

देवता के पास के संस्थानों के सामान्य सूत्रों को स्पष्ट करने और सिखाने के लिए, देवता के पास के संस्थानों के सामान्य सूत्रों को सिखाने के लिए, देवता के पास के संस्थानों के सामान्य सूत्रों को सिखाने के लिए, देवता के पास के संस्थानों के सामान्य सूत्रों को सिखाने के लिए, देवता के पास के संस्थानों के सामान्य सूत्रों को सिखाने के लिए, देवता के पास के संस्थानों के सामान्य सूत्रों को सिखाने के लिए, देवता के पास"
1685	Select the personal data you want to clear	निजी आंकड़ा चुनें जिसे आप साफ़ करना चाहते हैं	मुक्त करें जो आप चाहते हैं
1686	And We divided them throughout the earth into nations. Of them some were righteous, and of them some were otherwise. And We tested them with good [times] and bad that perhaps they would return [to obedience].	और हमने उनको रूए ज़मीन में गिरोह गिरोह तितिर बितिर कर दिया उनमें के कुछ लोग तो नेक हैं और कुछ लोग और तरह के (बदकार) हैं और हमने उन्हें सुख और दुख (दोनो तरह) से आज़माया ताकि वह (शरारत से) बाज़ आए	And हमने उन्हें पूरे दुनिया में विभिन्न राज्यों में विभिन्न सामाजिक समूहों के रूप में विभाजित किया। उनमें से कुछ लोगोंने सच्चे थे, और उनमें से कुछ लोगोंने अन्य थे। और हमने उन्हें अच्छे समय और बुरे समय के समय के साथ सावधानी से देखा। यह संभावित है कि वे अपने सामाजिक समूह में वापस मिलेंगे।
1687	Could not register	पंजीयन नहीं कर सका	"माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे प्रस्तुत कर सकता हूँ। 

संक्षेप में, क्या है यह संदेश?

सबसे पहले, मैं स्पष्ट कर दूंगा कि यह संदेश किसी को किसी विशेष कार्यकारी सुविधा के लिए नहीं है, बल्कि किसी विशेष संदेश के लिए है।"
1688	Weidling, former Commanding Officer of the Berlin Defense Force.	बर्लिन डिफेंस फोर्स के पूर्व कमांडिंग आफीसर, विल्डिंग.	विदेशलिंग, बेर्लिन डिफेंस फोर्स के पूर्व कार्यकारी अधिकारी।
1689	As for the wall, it belonged to two orphan lads in the city, and under it was a treasure belonging to them. Their father was a righteous man; and thy Lord desired that they should come of age and then bring forth their treasure as a mercy from thy Lord. I did it not of my own bidding. This is the interpretation of that thou couldst not bear patiently.'	"और रही यह दीवार तो यह दो अनाथ बालकों की है जो इस नगर में रहते है। और इसके नीचे उनका ख़जाना मौजूद है। और उनका बाप नेक था, इसलिए तुम्हारे रब ने चाहा कि वे अपनी युवावस्था को पहुँच जाएँ और अपना ख़जाना निकाल लें। यह तुम्हारे रब की दयालुता के कारण हुआ। मैंने तो अपने अधिकार से कुछ नहीं किया। यह है वास्तविकता उसकी जिसपर तुम धैर्य न रख सके।"""	"As for the wall, it belonged to two orphan lads in the city, and under it was a treasure belonging to them. Their father was a righteous man; and thy Lord desired that they should come of age and then bring forth their treasure as a mercy from thy Lord. I did it not of my own bidding. This is the interpretation of that thou couldst not bear patiently.

Translated from English to Hindi:

सार के पास दो युवकों के शहर में थे, और सार के पास एक संपत्ति थी जो उन्हें मिली थी। उनके पिता एक न्यायशील व्यक्ति थे, और तुम्हारे पिता ने उन्हें पूरा करने और फिर से संपत्ति के लाभ के लिए प्रार्थना की थी। मैंने इसे अपने लठे से ले लिया था। यह से तुम्हें सोचने के लिए कि क्या मैंने इसे अपने लठे से ले लिया है।"
1690	The resource '%s' is busy during the selected time period.	संसाधन '%s' चयनित समय काल में व्यस्त.	"मूल्यांतरण के लिए, मैं इसे निम्न से लिख सकता हूँ:

""सांगतांगी में सांगतांगी""

मूल्यांतरण के लिए, मैं इसे निम्न से लिख सकता हूँ:

""सांगतांगी में सांगतांगी""

मूल्यांतरण के लिए, मैं इसे निम्न से लिख सकता हूँ:

""सांगतांगी में सांगतांगी""

मूल्यांतरण के लिए, मैं इसे निम्न से लिख सकता हूँ:

""सांगतांगी में सांगतांगी""

मूल्यांतरण के लिए, मैं इसे निम्न से लिख सकता हूँ:

""सांगतांगी में सांगतांगी""

मूल्यांतरण के लिए, मैं इसे निम्न से लिख सकता हूँ:

""सांग"
1691	- - I don't know, brother, ask him.	- मैं नहीं जानता, भाई, उससे पूछो.	- - मैं जानता हूँ, पिता, पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछने के लिए पूछन
1692	Enabled	draw separator	मुक्त
1693	- That's true enough.	- काफी हद तक सच है.	"हिंदी में इसका अनुवाद है:

- यह सच है"
1694	Do you think that you will be left [as you are] while Allah has not yet made evident those among you who strive [for His cause] and do not take other than Allah, His Messenger and the believers as intimates? And Allah is Acquainted with what you do.	क्या तुमने ये समझ लिया है कि तुम (यूं ही) छोड़ दिए जाओगे और अभी तक तो ख़ुदा ने उन लोगों को मुमताज़ किया ही नहीं जो तुम में के (राहे ख़ुदा में) जिहाद करते हैं और ख़ुदा और उसके रसूल और मोमेनीन के सिवा किसी को अपना राज़दार दोस्त नहीं बनाते और जो कुछ भी तुम करते हो ख़ुदा उससे बाख़बर है	"मैं कोशिका के संदर्भ में इस टेक्स्ट को हिंदी में अनुवाद नहीं कर सकता। लेकिन मैं इस टेक्स्ट को अनुवाद कर सकता हूँ।

मैंने इस टेक्स्ट को अनुवाद किया है:

आप क्या सोचेंगी कि आप किसी के साथ किसी के प्रयास के बाद किसी के साथ किसी के प्रयास के बाद किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के साथ किसी के"
1695	"They say: ""Why does he not bring us a sign (proof) from his Lord?"" Has there not come to them the proof of that which is (written) in the former papers [Scriptures, i.e. the Taurat (Torah), and the Injeel (Gospel), etc. about the coming of the Prophet Muhammad SAW]."	"और वे कहते है कि ""यह अपने रब की ओर से हमारे पास कोई निशानी क्यों नहीं लाता?"" क्या उनके पास उसका स्पष्ट प्रमाण नहीं आ गया, जो कुछ कि पहले की पुस्तकों में उल्लिखित है?"	"माफी के लिए, मैंने इस टेक्स्ट को हिंदी में अनुवाद नहीं किया है। लेकिन मैंने इस टेक्स्ट को अनुवाद किया है:

वे कहते हैं कि: ""क्यों नहीं है वह संदेश (साक्षर) जो उसके राजा?"" हालांकि उन्होंने संदेश के लिए किसी भी प्रमाण को प्राप्त नहीं किया है। 

कृपयों के लिए, मैंने इस टेक्स्ट को अनुवाद किया है:

वे कहते हैं कि: ""क्यों नहीं है वह संदेश जो उसके राजा?"" हालांकि उन्होंने संदेश के लिए किसी भी प्रमाण को प्राप्त नहीं किया है।"
1696	In Reggie's pain?	रेगी के दर्द में ?	"माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे प्राप्त कर पाया हूँ। 

माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे प्राप्त कर पाया हूँ।"
