	Source_Dialogue	Reference	MT
1817	So you're pleading guilty to the trooper's charge?	आप जवान के आरोप में दोषी विनती कर रहे हैं तो क्या?	सो आप को ट्रोपर के दंडे के लिए कोरी का दोषमान है?
1818	(Unknown Filename)	(अज्ञात फ़ाइलनाम)	Unknown Filename
1819	'Cause whoever's doing this is taking it seriously enough now to let us know that the loans to you, they're not secure.	जो कोई भी यह कर रहा है अब काफी गंभीरता से ले रही है क्योंकि हमें अपने आप को ऋण , वे सुरक्षित नहीं हैं कि यह बताने के लिए.	किसी के काम का कारण है जो कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि कुछ सोच रहा है कि क
1820	_View	दृश्य_(V)	"Cutting Knowledge Date: December 2023
Today Date: 13 May 2026"
1821	Text	पाठ	"Cutting Knowledge Date: December 2023
Today Date: 13 May 2026"
1822	Restart the game	वर्तमान खेल पुनःप्रारंभ करें	Restart the game
1823	Lodge them where ye dwell, according to your wealth, and harass them not so as to straiten life for them. And if they are with child, then spend for them till they bring forth their burden. Then, if they give suck for you, give them their due payment and consult together in kindness; but if ye make difficulties for one another, then let some other woman give suck for him (the father of the child).	मुतलक़ा औरतों को (इद्दे तक) अपने मक़दूर मुताबिक दे रखो जहाँ तुम ख़ुद रहते हो और उनको तंग करने के लिए उनको तकलीफ न पहुँचाओ और अगर वह हामेला हो तो बच्चा जनने तक उनका खर्च देते रहो फिर (जनने के बाद) अगर वह बच्चे को तुम्हारी ख़ातिर दूध पिलाए तो उन्हें उनकी (मुनासिब) उजरत दे दो और बाहम सलाहियत से दस्तूर के मुताबिक बात चीत करो और अगर तुम बाहम कश म कश करो तो बच्चे को उसके (बाप की) ख़ातिर से कोई और औरत दूध पिला देगी	Lodge them where ye dwell, according to your wealth, and harass them not so as to straiten life for them. And if they are with child, then spend for them till they bring forth their burden. Then, if they give suck for you, give them their due payment and consult together in kindness; but if ye make difficulties for one another, then let some other woman give suck for him (the father of the child).
1824	THIS IS THE ONLY TIME-- IT'S THE FIRST TIME	यह केवल समय है - आईटी पहली बार है	This is the only time-- it's the first time
1825	Unexpected reply from server	सर्वर से अप्रत्याशित जवाब	"Cutting Knowledge Date: December 2023
Today Date: 13 May 2026"
1826	Opening calendar	पंचांग खोल रहा है	Opening calendar
1827	The file '{0}' is not a regular file and cannot be sent in a message.	फ़ाइल `{0}' एक सामान्य फ़ाइल नहीं है और संदेश में भेजी नहीं जा सकती है.	File '0' is not a regular file and cannot be sent in a message.
1828	You can forgive Kal any lapses in our quorum..	आप किसी भी काल माफ कर सकते हैं हमारे कोरम में खामियों ..	कल के लिए माफ करें, यह एक अच्छा होता है, एक सच्चा होता है।
1829	As for the children, God decrees that the share of the male is equivalent to that of two females. If they consist of women only, and of them more than two, they will get two-thirds of the inheritance; but in case there is one, she will inherit one half. The parents will each inherit a sixth of the estate if it happens the deceased has left a child; but if he has left no children, and his parents are his heirs, then the mother will inherit one-third; but if he has left brothers, the mother will inherit one-sixth after payment of legacies and debts. Of parents and children you do not know who are more useful to you. These are the decrees of God who knows all and is wise.	अल्लाह तुम्हारी सन्तान के विषय में तुम्हें आदेश देता है कि दो बेटियों के हिस्से के बराबर एक बेटे का हिस्सा होगा; और यदि दो से अधिक बेटियाँ ही हो तो उनका हिस्सा छोड़ी हुई सम्पत्ति का दो तिहाई है। और यदि वह अकेली हो तो उसके लिए आधा है। और यदि मरनेवाले की सन्तान हो जो उसके माँ-बाप में से प्रत्येक का उसके छोड़े हुए माल का छठा हिस्सा है। और यदि वह निस्संतान हो और उसके माँ-बाप ही उसके वारिस हों, तो उसकी माँ का हिस्सा तिहाई होगा। और यदि उसके भाई भी हो, तो उसका माँ का छठा हिस्सा होगा। ये हिस्से, वसीयत जो वह कर जाए पूरी करने या ऋण चुका देने के पश्चात है। तुम्हारे बाप भी है और तुम्हारे बेटे भी। तुम नहीं जानते कि उनमें से लाभ पहुँचाने की दृष्टि से कौन तुमसे अधिक निकट है। यह हिस्सा अल्लाह का निश्चित किया हुआ है। अल्लाह सब कुछ जानता, समझता है	क्या आप किसी विशेषता के लिए माफी हैं? क्या आप किसी विशेषता के लिए माफी हैं?
1830	I'm sorry, I'll never do this again.	मैं माफी चाहता हूँ , मैं फिर से ऐसा कभी नहीं होगा.	मैं खेद, मैं कभी इसे नहीं कर सकता।
1831	Commit on fast-forward merges	कमिट पर तेज आगे	कमांसे की सुविधा के लिए, किसी को सुविधा के लिए कुछ प्रेरण की आवश्यकता है।
1832	Use revision:	रिवीजन का उपयोग करें:	Use revision:
1833	Select name of the Evolution backup file to restore	पुनर्भंडारण के लिए एवोल्यूशन बैकअप फ़ाइल का नाम चुनें	किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी विविध के लिए, किसी
1834	(Remember) When the wife of Imran said, “My Lord! I pledge to you what is in my womb – that it shall be dedicated purely in Your service, so accept it from me; indeed You only are the All Hearing, the All Knowing.”	(ऐ रसूल वह वक्त याद करो) जब इमरान की बीवी ने (ख़ुदा से) अर्ज़ की कि ऐ मेरे पालने वाले मेरे पेट में जो बच्चा है (उसको मैं दुनिया के काम से) आज़ाद करके तेरी नज़्र करती हूं तू मेरी तरफ़ से (ये नज़्र कुबूल फ़रमा तू बेशक बड़ा सुनने वाला और जानने वाला है	रम्मर के पत्र में इमरान की बात, “मेरे देव! मैं तुम्हें इस गर्भागारी में स्वीकृति देने के लिए मुझे देना है, तो मैं तुम्हें इस गर्भागारी में स्वीकृति देने के लिए मुझे देना है, तो तुम्हारे देव ही सभी सुनने है, तो सभी जानना है।
1835	in its long columns of flames.	जाएँगे	कुल्ली में आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए आग के लिए
1836	Hey, look, you don't have to listen to him.	अरे, देखो, तुम उसे सुनने के लिए नहीं है .	क्या आप मुझसे सुनने के लिए मुझसे देखें।
1837	SSL Certificate Authority	SSL प्रमाणपत्र प्राधिकार	Certificate of Authority
1838	I have a bogey incoming! Oh, shit.	मैं आने वाले एक दलदली है!	I have a lot of incoming! Oh, shit.
1839	The patient needs ventilator.	मरीज को वेंटीलेटर की जरूरत है।	The patient needs ventilator.
1840	Error performing IDLE	IDLE ढूंढ़ने में त्रुटि	Error performing IDLE
1841	Messages with Attachments	संलग्नक के साथ संदेश	Transliteration: Transliteration
1842	Yes.	हाँ.	Yes.
1843	That is because those who disbelieve follow falsehoods, while those who believe follow the truth from their Lord. God thus cites for the people their examples.	ये इस वजह से कि काफिरों ने झूठी बात की पैरवी की और ईमान वालों ने अपने परवरदिगार का सच्चा दीन एख्तेयार किया यूँ ख़ुदा लोगों के समझाने के लिए मिसालें बयान करता है	क्या आप किसी विशेषता को पूर्वापर्शित कर रहे हैं? क्या आप किसी विशेषता को पूर्वापर्शित कर रहे हैं?
1844	I came to tell you that your life is in danger and I need your help.	बताने आया हूँ कि तुम्हारी जान खतरे में है और मुझे तुम्हारी मदद चाहिए।	मैं आपके जीवन को खतरा की ओर दिशा में ले जाऊंग
1845	Accessible Table Row Description	पहुँच योग्य सारणी पंक्ति वर्णन	Accessible Table Row Description
1846	You got to cover 360.	आप 360 कवर करने के लिए मिला है.	क्या आप 360 के लिए कवर हैं?
1847	Private	निजीiCalImp	संवयस
1848	If it didn't hurt...	अगर दुखता न होता ...	If it didn't hurt.
1849	Take it, Raleigh!	, रैले यह लो!	क्या आप मुझसे कुछ कह सकते हैं?
1850	This drug isn't new to our world	यह दवा हमारी दुनिया के लिए नया नहीं है	This drug is not new to our world
1851	Beast, havok, back him up.	द बीस्ट! Havok! उन्हें वापस ऊपर!	Beast, havok, back him up.
1852	Make sure you double-bag like the lady says.	जैसा महिला कहती है, डबल बैग जरूर लगना.	मुझे बताएं, यह एक सुंदर है।
1853	"And he says, ""I believe this boy's about to have himself an accident? """	"और कहता था, ""मेरा मानना ​​है कि इस लड़के के साथ कोई दुर्घटना होगी."""	"अर्थ: ""मुझे लगता है कि यह लड़की के बारे में एक दुर्घार है।"
1854	It's the 25th. man #2: 24th.	आज 25 है. पुरुष #2: 24 है.	It's the 25th. man #2: 24th.
1855	And his plaint: ‘My Lord! Indeed these are a people who will not have faith!’	"और उसका कहना हो कि ""ऐ मेरे रब! निश्चय ही ये वे लोग है, जो ईमान नहीं रखते थे।"""	अर्थ: ‘मेरे भगवान! मुझे यह लोगों का वफत है!
1856	"When they returned to their father they said: ""Father! We have been denied further supply of corn. So send with us our brother that we may bring the supplies. We shall be responsible for his protection."""	(और इस लालच में) यायद फिर पलट के आएं ग़रज़ जब ये लोग अपने वालिद के पास पलट के आए तो सब ने मिलकर अर्ज़ की ऐ अब्बा हमें (आइन्दा) गल्ले मिलने की मुमानिअत (मना) कर दी गई है तो आप हमारे साथ हमारे भाई (बिन यामीन) को भेज दीजिए	कलीने में स्पष्टीकरण दिया गया है।
1857	Get us close to him.	हमें उसके पास जाओ.	क्या आप मुझसे किसी को को देते हैं?
1858	Yes.	हाँ।	Yes.
1859	Migrating...	उत्प्रवासित हो रहा है...	Migrating...
1860	Elias isolates himself a lot.	एलियास खुद को बहुत अलग रखता है.	Elias isolates himself a lot.
1861	Scoot back.	वापस भागो.	Scoot back.
1862	And that is to do this..	ऐसा करने के लिए है और कहा कि ..	And that is to do this..
1863	Besides the BJP and the Congress, the National People's Party and two independent candidates, a total of 7 candidates filed nominations on Thursday.	भाजपा व कांग्रेस के अलावा नेशनल पीपुल्स पार्टी के एक एवं दो निर्दलीय प्रत्याशियों सहित कुल 7 प्रत्याशियों ने गुरुवार को नामांकन दाखिल किया।	बीज़ और कांग्रेस के बाद, नेशनल पार्ट और दो अलग उम्मीदार, 7 के से 7 उम्मीदार की प्रक्रिया 14 दिन के शुक्ले में हुई थी।
1864	A flycam video showed security police blocking off the surrounding streets.	एक फ्लाईकैम वीडियो ने सुरक्षा पुलिस को आसपास की सड़कों को अवरुद्ध करते दिखाया।	फीलिंग वीडियो ने सुरक्षा की पुलिस की सुरक्षा की स्थानिकी की दिखाई दी।
1865	Being niggardly with respect to you; but when fear comes, you will see them looking to you, their eyes rolling like one swooning because of death; but when the fear is gone they smite you with sharp tongues, being niggardly of the good things. These have not believed, therefore Allah has made their doing naught; and this is easy to Allah.	और चल दिए और जब (उन पर) कोई ख़ौफ (का मौक़ा) आ पड़ा तो देखते हो कि (आस से) तुम्हारी तरफ देखते हैं (और) उनकी ऑंखें इस तरह घूमती हैं जैसे किसी शख्स पर मौत की बेहोशी छा जाए फिर वह ख़ौफ (का मौक़ा) जाता रहा और ईमानदारों की फतेह हुई तो माले (ग़नीमत) पर गिरते पड़ते फौरन तुम पर अपनी तेज़ ज़बानों से ताना कसने लगे ये लोग (शुरू) से ईमान ही नहीं लाए (फक़त ज़बानी जमा ख़र्च थी) तो खुदा ने भी इनका किया कराया सब अकारत कर दिया और ये तो खुदा के वास्ते एक (निहायत) आसान बात थी	मुझे किसी के साथ सावधान रखें, लेकिन जब खतरा आता है, तो आप देखें कि उनके दिल में घटा है, उनके दिल में घटा है, क्योंकि खतरा आता है, और जब खतरा चला है तो तुम्हारे दिल में घटा है, तो कुछ अच्छे नहीं हैं। इन्हें नहीं समझा, और यह आसन है।
1866	Demon dog!	दानव कुत्ता!	Demon dog!
1867	WHETSTONE	Constellation name (optional)	Whitstone
1868	It went through the hull!	यह पतवार के माध्यम से चला गया!	It went through the hull!
1869	Miss Waco, I didn't...	मिस वाको, मैंने नहीं किया...	मिस्टर वाका, मुझे कोई नहीं है।
1870	I spoke to Walker.	मैंने वॉकर से बात की थी।	I spoke to Walker.
1871	Neither their flesh reaches Allah nor their blood; it is your piety that reaches Him. He has subjected these animals (to you) that you may magnify Allah for the guidance He has bestowed upon you. Give glad tidings, (O Prophet), to those who do good.	खुदा तक न तो हरगिज़ उनके गोश्त ही पहुँचेगे और न खून मगर (हाँ) उस तक तुम्हारी परहेज़गारी अलबत्ता पहुँचेगी ख़ुदा ने जानवरों को (इसलिए) यूँ तुम्हारे क़ाबू में कर दिया है ताकि जिस तरह खुदा ने तुम्हें बनाया है उसी तरह उसकी बड़ाई करो	नहीं कि उनके पेट का पेट Allah को प्राप्त है, और उनके रक्षा के लिए उनके रक्षा के लिए किसी के प्रत्यास के लिए मान्य है। वह आपके प्रत्यास के लिए प्राप्त है। दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे दे
1872	Whatsoever is in the heavens and the earth belongs to Him, and His the judgement for ever. So will you fear any other than God?	जो कुछ आकाशों और धरती में है सब उसी का है। उसी का दीन (धर्म) स्थायी और अनिवार्य है। फिर क्या अल्लाह के सिवा तुम किसी और का डर रखोगे?	What is in the heavens and the earth belongs to Him, and His the judgment for ever. So will you fear any other than God?
1873	You spoil my daughter and I get the blame for it	तुम मेरी बेटी को खराब कर रही हो और दोष मुझे मिलता है	मुझे अपने बच्चे को और मुझे इसके लिए दोषमान है
1874	Allah! There is none worthy of worship except Him; He will surely gather you all on the Day of Resurrection in which there is no doubt; and whose Words are more true than those of Allah? (Allah does not lie.)	अल्लाह के सिवा कोई इष्ट -पूज्य नहीं। वह तुम्हें क़ियामत के दिन की ओर ले जाकर इकट्ठा करके रहेगा, जिसके आने में कोई संदेह नहीं, और अल्लाह से बढ़कर सच्ची बात और किसकी हो सकती है	लहाल! तो कोई किसी को देशवास्ता के लिए कोई नहीं है, वह किसी को देशवास्ता के लिए कोई नहीं है। वह किसी को देशवास्ता के लिए कोई नहीं है।
1875	Wonderful party, thank you!	अद्भुत पार्टी, धन्यवाद!	विशेष पार्टी, धन्यवाद!
1876	So, if thou art in doubt regarding what We have sent down to thee, ask those who recite the Book before thee. The truth has come to thee from thy Lord; so be not of the doubters,	पस जो कुरान हमने तुम्हारी तरफ नाज़िल किया है अगर उसके बारे में तुम को कुछ शक़ हो तो जो लोग तुम से पहले से किताब (ख़ुदा) पढ़ा करते हैं उन से पूछ के देखों तुम्हारे पास यक़ीनन तुम्हारे परवरदिगार की तरफ से बरहक़ किताब आ चुकी तो तू न हरगिज़ शक़ करने वालों से होना	सो, यदि आप विचरित हैं कि हमें कुछ दिया है तो आप उसे पूछें जो तुम्हें प्राप्त हुआ है। तो प्राप्त हुआ है तुम्हारे लिए, सो कृश्य,
1877	So how could you produce a fetching creature such as that?	आप उस सुंदर प्राणी को पैदा कर सकते हैं जो वहां है?	सो कैसे आप एक ऐसा प्राणु बनाने की कोशी बना सकते हैं जैसा कि यह है?
1878	This event has been deleted.	यह घटना मिटायी जा चुकी है.	This event has been deleted.
1879	_Burn Image...	छवि लिखें (_B)...	Burning Image...
1880	All right, look, we're not going to let a couple of seagulls ruin our moment.	ठीक हम किसी भी सीगल को इन पलों को बरबाद करने नहीं देंगे।	अर्थ: कोई बात नहीं है, कोई दो सागर के साथ कुछ कुछ किया जाएगा।
1881	I'd always thought that...	मैंने हमेशा सोचा था...	मुझे कभी मुझे सोचा कि...
1882	If you close the document anyway, you will lose that information.	यदि आप जैसे भी हो, दस्तावेज़ चुनते हैं, आप जानकारियाँ खो देंगे.	किसी को किसी को कुछ भी को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर, आप अपने दस्ता को छोड़कर,
1883	You'd make a good trapper.	तुम अच्छे बहेलिए बनोगे।	आप एक अच्छा ट्रेप हैं।
1884	We ate and ate at a hot dog stand.	हू हू!	मैंने किसी किसी को खाने के लिए एक स्टैंड में काटा था।
1885	We bestowed upon Lot sound judgement and knowledge, and We delivered him from the city that was immersed in foul deeds. They were indeed a wicked people, exceedingly disobedient.	और लूत को भी हम ही के फ़हमे सलीम और नबूवत अता की और हम ही ने उस बस्ती से जहाँ के लोग बदकारियाँ करते थे नजात दी इसमें शक नहीं कि वह लोग बड़े बदकार आदमी थे	मैं लोगों के लिए सांसकारी और संजय, और हमने उन्हें शहर से बाहर ले लिया जिसके लिए विनमुख हो गया। वे बहुत दुर्भागी लोग थे, बहुत दुर्भागी थे।
1886	Not true, I have never done that!	नहीं, मैं ऐसा कभी किया!	मुझे कोई नहीं है।
1887	But the plot didn't end there.	लेकिन साजिश यहीं खत्म नहीं हुई.	बहुत पूर्वन है।
1888	You're a receptionist.	तुम रिसेप्शनिस्ट हो।	क्या आप एक प्रतीकार हैं?
1889	General	सामान्य	General
1890	Tiger Two's hit.He's going down.	टाइगर दो की hit.He नीचे जा रहा है.	टिगर टूएव्ही है गोइज़ दो.
1891	Leave them to eat, and enjoy, and be lulled by hope. They will find out.	छोड़ो उन्हें खाएँ और मज़े उड़ाएँ और (लम्बी) आशा उन्हें भुलावे में डाले रखे। उन्हें जल्द ही मालूम हो जाएगा!	ले तो दिन को खाने देने के लिए, और खुशनद करें और खुशनद करें। वे खुशनद करेंगे।
1892	Who do you think broke the window?	तुम्हें क्या लगता है? खिड़की किसने तोड़ी है?	Who do you think broke the window?
1893	I love you so much, Madi	मादी, हम तुम्हें बहुत चाहते हैं	मुझे बहुत पसंदा है, मेडी
1894	Cannot create folder in offline mode.	ऑफ़लाइन मोड में फ़ोल्डर नहीं बना सकता.	Can you create a folder in offline mode.
1895	GTK+ (Application)	GTK अनुप्रयोग	કુર્ગ + (અપ્લાણ)
1896	Because Grandma is telling me-- all the grandmas, all the friends are saying what a great boy you are.	क्योंकि दादी मां मुझसे कहती हैं-- सभी दादी मां, सभी दोस्त कहते हैं कि तुम कितने अच्छे लड़के हो.	बच्चे के बाद मैं कह रहा हूँ।
1897	_Company:	कंपनी (_C):	Company:
1898	He's lost in the mountains with no army.	वह कोई सेना के साथ पहाड़ों में खो जाता है.	किसी ने अपने पास किसी सैन्य को खोने के लिए किसी को खोने के लिए.
1899	It's good...	ये प्यारा है...	It's good...
1900	- I'll fax this down the first thing - Thank you.	~ ~ पहली बात मैं हूँ फैक्स यह नीचे धन्यवाद.	मैं इसे फैक्स करूंगा और फिर मुझे धन्यवाद दूं।
1901	"The event ""%1"" includes other people. Do you want to email the invitation to the attendees?"	यह% 1 अन्य व्यक्तियों को भी सम्मिलित करता है. क्या उपस्थिति को ई- मेल भेजा जाना चाहिए?	"The event ""%1"" includes other people. Do you want to email the invitation to the attendees?"
1902	Mouse-based interactive map widget for selecting timezone. Keyboard users should instead select the timezone from the drop-down combination box below.	समय क्षेत्र के लिए माउस आधारित अंतःक्रियात्मक मैप विजेट. कुंजीपटल उपयोक्ता को समय क्षेत्र को लटकते संयुक्त बॉक्स से चुनना चाहिए.	माउस के लिए इंटरैक्टिव मैप विकल्प का चयन करने के लिए, कार्टर्ड से एक मूल्यांक से में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से एक में से
1903	Next	अगला	Next
1904	Welcome aboard, dragon rider.	स्वागत हो, ड्रैगन-सवार!	क्या आप मुझसे किसी विशेषता के लिए किसी विशेषता के लिए किसी विशेषता के लिए किसी विशेषता के लिए क्या है?
1905	Do you have one that's cheaper?	इससे सस्ता वाला है क्या?	क्या आप एक कीमती है?
1906	Comment	टिप्पणी	"Cutting Knowledge Date: December 2023
Today Date: 13 May 2026"
1907	Your possessions and your offspring are nothing but a trial for you. And there awaits a great reward for you with Allah.	तुम्हारे माल और तुम्हारी सन्तान तो केवल एक आज़माइश है, और अल्लाह ही है जिसके पास बड़ा प्रतिदान है	आपके संसाधन और आपके बच्चे का कोई भी उपरण नहीं है, और वहाँ एक बड़ा उपरण है कि आप को Allah के साथ मिलाने के लिए।
1908	One of those 26 farms to decide who will be invited to the Best Super Pig Fest in New York City, where it will be unveiled to the world.	उन 26 फ़ार्मों में यह तय करने के लिए कि किसे न्यू यॉर्क सिटी आमंत्रित किया जाए श्रेष्ठतम सूपर सूअर उत्सव के लिए, जहाँ उसे दुनिया के सामने पेश किया जाएगा।	एक पार्ट के 26 फार्टर्स का एक हिस्सा है कि किसे किसे प्रेसर पिग फेस्ट को न्यूवर्की सिटी, में दिखाया जाएगा।
1909	Allow Ekiga to fall back to software scaling the picture-in-picture if hardware support is not available. If this is set to false, Ekiga will not try to open the PIP if hardware support is not available.	एकिगा को सॉफ्टवेयर अनुमापन तस्वीर में तस्वीर की ओर ले जाता है यदि हार्डवेयर समर्थन उपलब्ध नहीं है. यदि इसे गलत पर सेट किया जाता है, एकिगा खोलने की कोशिश नहीं करेगा PIP को यदि हार्डवेयर समर्थन अनुपलब्ध है.	Ekiga to Ekiga se software se software se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se se
1910	%B %e, %Y at %R UTC	%R UTC पर %B %e, %Y	"Cutting Knowledge Date: December 2023
Today Date: 13 May 2026"
1911	Loading…	लोड किया जा रहा है...	Loading…
1912	In Cameroon, there is only one doctor for every 5,000 people, according to the World Health Organization.	विश्व स्वास्थ्य संगठन के अनुसार, कैमरून में प्रत्येक 5000 व्यक्ति के लिए केवल एक चिकित्सक है।	कैमरून में एक डॉक्टर के लिए 5,000 लोगों के लिए एक संतुल्य है।
1913	Command parameter not implemented	कमांड पैरामीटर लागू नहीं किया गया	Command parameter not implemented
1914	It was the decision of the house that departmental representatives were attending the meeting just to complete the quorum and were not equipped with complete information.	सदन का फैसला था कि विभागीय प्रतिनिधि सिर्फ कोरम पूरा करने के लिए बैठक में आते हैं उन्हें पूरी जानकारी नहीं रहती है।	किसी व्यक्ता के लिए, यह एक सामान्य, सामाजिक, और सामान्य, सामाजिक, सामान्य, सामाजिक, सामान्य, सामाजिक, सामान्य, सामाजिक, सामाजिक, सामान्य, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, सामाजिक, स
1915	"We said, ""David, We have given you mastery over the land. Judge fairly between people. Do not follow your desires, lest they divert you from God's path: those who wander from His path will have a severe punishment, because they ignore the Day of Reckoning."""	"""ऐ दाऊद! हमने धरती में तुझे ख़लीफ़ा (उत्तराधिकारी) बनाया है। अतः तू लोगों के बीच हक़ के साथ फ़ैसला करना और अपनी इच्छा का अनुपालन न करना कि वह तुझे अल्लाह के मार्ग से भटका दे। जो लोग अल्लाह के मार्ग से भटकते है, निश्चय ही उनके लिए कठोर यातना है, क्योंकि वे हिसाब के दिन को भूले रहे।-"	"मैंने कहा, ""देव, हमने आपको जमाल का राजा बनाया। कृपकार के बीच, कृपकार के बीच, देव के पास के कोई भी व्यक्ति को दूर करें क्योंकि वे देव के रास्ते से दूर चले हों। कृपकार के रास्ते से वे देव के रास्ते से दूर चले हों।"
1916	- [ RIFLE SHOT ] - [ SCREAMS ]	- [राइफल शॉट] - [चिल्लाती]	"Cutting Knowledge Date: December 2023
Today Date: 13 May 2026"
1917	Prev mesg	पिछला संदेश	"Translation:
The text is accurate, fluent, and faithful to the original meaning."
1918	Mute	मूक	Mute
1919	New _Incognito Window	नई गुप्त विंडो (_I)	New Window
1920	Name	नाम	Name
1921	Remove current view of the document	हटाएँ का दस्तावेज़	मैं आपके संदेश को सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सही ढूंढ, सह
1922	- Help her out.	- उसकी मदद से बाहर.	मिले हो.
1923	"When Moses had fulfilled the term and was journeying with his family, he perceived a fire in the direction of the Mount (Sinai). He said to his family: ""Wait here; I have observed a fire. Maybe I will bring to you some news or a brand of fire from there that you may warm yourselves."""	ग़रज़ मूसा का छोटी लड़की से निकाह हो गया और रहने लगे फिर जब मूसा ने अपनी (दस बरस की) मुद्दत पूरी की और बीवी को लेकर चले तो अंधेरीरात जाड़ों के दिन राह भूल गए और बीबी सफ़ूरा को दर्द ज़ेह शुरु हुआ (इतने में) कोहेतूर की तरफ आग दिखायी दी तो अपने लड़के बालों से कहा तुम लोग ठहरो मैने यक़ीनन आग देखी है (मै वहाँ जाता हूँ) क्या अजब है वहाँ से (रास्ते की) कुछ ख़बर लाऊँ या आग की कोई चिंगारी (लेता आऊँ) ताकि तुम लोग तापो	कुतबेंगी में मुस्तबेंगी
