	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
1604	1604	1604	Your names	रविशंकर श्रीवास्तव, जी. करूणाकरEMAIL OF TRANSLATORS	Yes, sir!
1605	1605	1605	And are you, Frau Braun, of pure Aryan descent?	और क्या तुम, फ्रॉ ब्रौन, शुद्ध आर्य वंश के हो?	Yes, that's right!
1606	1606	1606	- Albert Weinselstein.	- अल्बर्ट Weinselstein.	"Translate:
- Albert Weinselstein."
1607	1607	1607	attachment.dat	संलग्नक	"Translate:
Source Sentence"
1608	1608	1608	Why?	क्यों?	Source Sentence
1609	1609	1609	Found the appointment in the calendar '%s'	'%s' पंचांग में मुलाकात मिली.	Yes, the appointment in the calendar '%%'.
1610	1610	1610	You're right on top of it.	आप यह की चोटी पर सही हैं.	"Source Sentence:
You're right on top of it."
1611	1611	1611	But I couldn't even touch her.	लेकिन मैं उसे छू तक नहीं पाया.	That is not true.
1612	1612	1612	They say: Why hath no portent been sent down upon him from his Lord? Say: Lo! Allah is Able to send down a portent. But most of them know not.	"वे यह भी कहते है, ""उस (नबी) पर उसके रब की ओर से कोई निशानी क्यों नहीं उतारी गई?"" कह दो, ""अल्लाह को तो इसकी सामर्थ्य प्राप्त है कि कोई निशानी उतार दे; परन्तु उनमें से अधिकतर लोग नहीं जानते।"""	Yes, they say: Why has no portent been sent down upon him from his Lord?
1613	1613	1613	You have a prescription?	आप एक नुस्खा है?	Yes, you have a prescription?
1614	1614	1614	Now, these pirate recordings do not only feature the lovable alien, there's also a rather bizarre intermission featuring a conventionally pretty young lady.	अब ये पायरेटेड रेकोर्डिंग केवल प्यारे एलियन्स को ही नहीं फिल्माते... बल्कि वहाँ एक विचित्र मध्यांतर में... एक पारंपरिक सुंदर युवा लड़की को दिखाते हैं।	Yes, these records do not feature the lovable alien, there's also a rather bizarre intermission featuring a conventionally pretty young lady.
1615	1615	1615	Vietnamese	विएतनामी	"Translate:
Vietnamese"
1616	1616	1616	If I unite you with your sweetheart, all my sins would vanish into thin air.	अगर मैं तुम्हे तुम्हारी प्रियतम से मिला सकू, तो मेरे सारे पाप इस हवा में उड जायेंगे.	"Translation:
If I unite you with your sweetheart, all my sins would vanish into thin air."
1617	1617	1617	And Ishmael, and Enoch, and Ezekiel; each was one of the steadfast.	और (ऐ रसूल) इसमाईल और इदरीस और जुलकिफ्ल (के वाक़यात से याद करो) ये सब साबिर बन्दे थे	Yes, and Ishmael, and Enoch, and Ezekiel; each was one of the steadfast.
1618	1618	1618	Nigh unto which is the Garden of Abode.	उसी के पास तो रहने की बेहिश्त है	"Source:
Source is the source."
1619	1619	1619	Of what do they question one another?	किस चीज़ के विषय में वे आपस में पूछ-गच्छ कर रहे है?	"Source:
Source is the original source, and it can be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source, but it can also be used as a source"
1620	1620	1620	I don't know what you are, or where you're from, but I'd like to tell you about something I read.	जैक: मैं तुम्हें क्या कर रहे हैं पता नहीं है, या आप कहाँ से हैं, लेकिन मैं तुम्हें मैं पढ़ने के बारे में कुछ बताना चाहूँगा.	Yes, I don't know what you are, or where you are from, but I'd like to tell you about something I read.
1621	1621	1621	This message is not available in offline mode.	ऑफ़लाइन मोड में यह संदेश उपलब्ध नहीं है.	"Source Sentence:
This sentence is not available in offline mode."
1622	1622	1622	They're on the northern outskirts between Frohnau and Pankow.	वे जौसेन को दक्षिण की ओर ले गये है और स्टांसडॉर्फ की ओर बढ़ रहे हैं.	"Translation:
They're on the northern outskirts between Frohnau and Pankow."
1623	1623	1623	She was a good mother to you, wasn't she?	वह एक अच्छी माँ थी न?	Yes, she was a good mother to you, wasn't she?
1624	1624	1624	India: The Advent of Citizen-Driven Election Monitoring · Global Voices	आम चुनावों में लगी जनता की पैनी नज़र	"assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant

assistant"
1625	1625	1625	FOUR SPIRITS OF THE RIVER	Constellation name (optional)	"I can provide two rivers that flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:
Two rivers flow from the river.
Source:"
1626	1626	1626	CalDAV	CalDAV	"Source:
Source Sentence"
1627	1627	1627	I will get Nathan out.	मैं नाथन बाहर निकलना होगा.	Yes, I will get my father out.
1628	1628	1628	I'm asking... man:	मैं पूछ रही हूं- - पुरुष:	"Source:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence"
1629	1629	1629	The months for Hajj are well known to all; whoever makes up his mind to perform Hajj during these fixed months, let him totally abstain from all sorts of sexual indulgence, wickedness and wrangling during the Hajj and remember that Allah knows whatever good you do. Take necessary provisions for Hajj, and piety is the best of all provisions: so refrain from disobeying Me, O men of understanding!	हज के महीने जाने-पहचाने और निश्चित हैं, तो जो इनमें हज करने का निश्चय करे, को हज में न तो काम-वासना की बातें हो सकती है और न अवज्ञा और न लड़ाई-झगड़े की कोई बात। और जो भलाई के काम भी तुम करोंगे अल्लाह उसे जानता होगा। और (ईश-भय) पाथेय ले लो, क्योंकि सबसे उत्तम पाथेय ईश-भय है। और ऐ बुद्धि और समझवालो! मेरा डर रखो	"Translate:
The months for Hajj are well known to all; whoever makes up his mind to perform Hajj during these fixed months, let him totally abstinance from all sorts of sexual indulgence, wickedness and wrangling during the Hajj and remember that Allah knows whatever good you do."
1630	1630	1630	So I suppose my tears were more for the sadness that there's so much to overcome.	इसलिए मुझे लगता है कि मेरे आंसू दुख की वजह से आए थे कि कितना सब कुछ सहना पड़ता है.	I suggest that my tears were more for the sadness that there's so much to overcome.
1631	1631	1631	O you who believe, if you confer with the Prophet in private, give alms in the name of God before you go to confer. This is better for you and becoming. If you do not have the means, then surely God is forgiving and kind.	ऐ ईमानदारों जब पैग़म्बर से कोई बात कान में कहनी चाहो तो कुछ ख़ैरात अपनी सरगोशी से पहले दे दिया करो यही तुम्हारे वास्ते बेहतर और पाकीज़ा बात है पस अगर तुमको इसका मुक़दूर न हो तो बेशक ख़ुदा बड़ा बख्शने वाला मेहरबान है	Yes, you who believe, if you confer with the Prophet in private, give alms in the name of God before you go to confer.
1632	1632	1632	Thanks.	तुम सही हो.	Thank.
1633	1633	1633	Whether to show the address column in the history window.	क्या इतिहास विंडो में पता स्तंभ को दिखायें	"Source:
Source Sentence in the history window."
1634	1634	1634	"And they will say, ""Praise to Allah, who has fulfilled for us His promise and made us inherit the earth [so] we may settle in Paradise wherever we will. And excellent is the reward of [righteous] workers."""	"और वे कहेंगे, ""प्रशंसा अल्लाह के लिए, जिसने हमारे साथ अपना वादा सच कर दिखाया, और हमें इस भूमि का वारिस बनाया कि हम जन्नत में जहाँ चाहें वहाँ रहें-बसे।"" अतः क्या ही अच्छा प्रतिदान है कर्म करनेवालों का!-"	"Yes, and they will say, ""Praise to Allah, who has fulfilled for us His promise and made us inherit the earth [so] we may settle in Paradise wherever we will."""
1635	1635	1635	Have the (pagans) not seen that We have made the holy precinct a safe place while all the people around are suffering terror. Do they believe in falsehood and disbelieve in God's bounties?	क्या उन्होंने देखा नही कि हमने एक शान्तिमय हरम बनाया, हालाँकि उनके आसपास से लोग उचक लिए जाते है, तो क्या फिर भी वे असत्य पर ईमान रखते है और अल्लाह की अनुकम्पा के प्रति कृतघ्नता दिखलाते है?	Yes, they have made the holy place a safe place while all the people around are suffering terror.
1636	1636	1636	Cannot rename MAPI folder '%s' to '%s'	MAPI फ़ोल्डर `%s' का नाम `%s' में नहीं बदल सकता है	Yes, you can rename MAPI folder '%s' to '%s'
1637	1637	1637	I mean, I could probably move a few clients around, make some space.	क्लाइंट्स को संभाल सकता हूं.	Yes, I could probably move a few clients around, make some space.
1638	1638	1638	No. Sustained post hypnotic suggestion is more difficult.	सं पोस्ट कृत्रिम निद्रावस्था सुझाव और अधिक कठिन है निरंतर.	Yes, sustained post-suggestion is more difficult.
1639	1639	1639	Yeah, Doug. His wallet and his room key is in there.	अपने घर और चारों ओर देखिए देखना अगर हमारे दोस्त के लिए कोई सुराग है?	Yes, his phone and his laptop is in there.
1640	1640	1640	And of His signs are your sleep by night and day, and your pursuit of His bounty. In this are signs for people who listen.	और रात और दिन को तुम्हारा सोना और उसके फज़ल व करम (रोज़ी) की तलाश करना भी उसकी (क़ुदरत की) निशानियों से है बेशक जो लोग सुनते हैं उनके लिए इसमें (क़ुदरते ख़ुदा की) बहुत सी निशानियाँ हैं	Yes, these are signs for people who listen.
1641	1641	1641	Must be hard being between children's and grown-up sizes, eh? Well, it was a pleasure meeting you, Sam.	जो रोज इसके साथ सोता है।	Yes, I must be hard between children's and grown-up sizes, eh?
1642	1642	1642	What are you gonna do with the fucking painting? !	आप कमबख्त चित्रकला के साथ क्या करोगे?	"Painting:
What are you gonna do with the fucking painting?"
1643	1643	1643	Right	दायाँ	"Translate:
Right"
1644	1644	1644	Active plugins	प्लगिन सक्रिय	Yes,
1645	1645	1645	_Use custom command to connect to server	सर्वर से जुड़ने के लिए कस्टम कमांड का प्रयोग करें (_U)	A command to connect to a server is entered in the text.
1646	1646	1646	Jacob do to your side agreed with the deal?	याकूब ने अपने पक्ष करने के लिए सहमत सौदा के साथ?	Yes, they agreed with the deal?
1647	1647	1647	By Allah, We indeed sent (Messengers) to the nations before you (O Muhammad SAW), but Shaitan (Satan) made their deeds fair-seeming to them. So he (Satan) is their Wali (helper) today (i.e. in this world), and theirs will be a painful torment.	(ऐ रसूल) ख़ुदा की (अपनी) कसम तुमसे पहले उम्मतों के पास बहुतेरे पैग़म्बर भेजे तो शैतान ने उनकी कारस्तानियों को उम्दा कर दिखाया तो वही (शैतान) आज भी उन लोगों का सरपरस्त बना हुआ है हालॉकि उनके वास्ते दर्दनाक अज़ाब है	"Translate:
By Allah, We sent (Messengers) to the nations before you (O Muhammad SAW), but Shaitan (Satan) made their deeds fair-seeming to them. So they will be their Wali (helper) today (i.e. in this world), and their will be a painful torment."
1648	1648	1648	The image...	छवि...	Source, image, and the word that were spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken by the person who was spoken
1649	1649	1649	Your life is now fulfilled.	अपने जीवन अब पूरी हो जाती है।	Yes, you are now free to do things.
1650	1650	1650	One or two days at most.	सरकार जिले भी?	A week at most.
1651	1651	1651	Somewhere... perhaps.	कहीं... शायद.	I couldn't, and so, respectively.
1652	1652	1652	If we could just talk...	अगर हम बात कर सकें--	Yes, we can talk!
1653	1653	1653	Know that Allah is severe in punishment, but that Allah (also) is Forgiving, Merciful.	जान लो अल्लाह कठोर दड देनेवाला है और यह कि अल्लाह बड़ा क्षमाशील, दयावान है	"Translate:
Yes, and that, the original meaning is severe, but that, also, the original meaning is Forgiving, and that, also, the original meaning is Merciful."
1654	1654	1654	Swearing by Allah their strongest oaths they claimed that if a warner came to them they would be better-guided than any other people. But when a warner did come to them, his coming only increased their aversion (to the Truth).	और ये लोग तो खुदा की बड़ी-बड़ी सख्त क़समें खा (कर कहते) थे कि बेशक अगर उनके पास कोई डराने वाला (पैग़म्बर) आएगा तो वह ज़रूर हर एक उम्मत से ज्यादा रूबसह होंगे फिर जब उनके पास डराने वाला (रसूल) आ पहुँचा तो (उन लोगों को) रूए ज़मीन में सरकशी और बुरी-बुरी तद्बीरें करने की वजह से	Yes, and it is imperative that their aversion (to the Truth) was increased by their coming only to them.
1655	1655	1655	It's open here.	यह खुला है.	Yes, yes.
1656	1656	1656	Move up the ladder.	सीढ़ी ऊपर ले जाएँ.	Did you climb up the ladder?
1657	1657	1657	Show offline contacts	ऑफलाइन संपर्क दिखाएँ	Source Sentence
1658	1658	1658	A twelve year old girl will be so freaking terrified to utter a sound. Arrrgh…	एक बारह साल की बच्ची तो इतना सहम जायेगी कि उसके मुंह से आवाज़ क्या निकलेगी।	Yes, a twelve year old girl will be so freaking terrified to utter a sound.
1659	1659	1659	This really is Patton's gun, isn't it?	यह वास्तव में यह पैटन की बंदूक है, है न?	This really is a very important document, is it?
1660	1660	1660	Ex-wife, Leroy!	पूर्व पत्नी, लेरॉय!	Yes, Lera!
1661	1661	1661	It is not their meat or blood that reaches God: It is the fealty of your heart that reaches him. That is why He has subjugated them to you that you may glorify God for having shown you the way. So give glad tidings to those who are doers of good.	खुदा तक न तो हरगिज़ उनके गोश्त ही पहुँचेगे और न खून मगर (हाँ) उस तक तुम्हारी परहेज़गारी अलबत्ता पहुँचेगी ख़ुदा ने जानवरों को (इसलिए) यूँ तुम्हारे क़ाबू में कर दिया है ताकि जिस तरह खुदा ने तुम्हें बनाया है उसी तरह उसकी बड़ाई करो	Yes, they may glorify God for having shown them the way.
1662	1662	1662	The true religion with Allah is Islam. The People of the Book adopted many different ways rather than follow the true way of Islam even after the knowledge of truth had reached them, and this merely to commit excesses against one another. Let him who refuses to follow the ordinances and directives of Allah know that Allah is swift in His reckoning.	दीन (धर्म) तो अल्लाह की स्पष्ट में इस्लाम ही है। जिन्हें किताब दी गई थी, उन्होंने तो इसमें इसके पश्चात विभेद किया कि ज्ञान उनके पास आ चुका था। ऐसा उन्होंने परस्पर दुराग्रह के कारण किया। जो अल्लाह की आयतों का इनकार करेगा तो अल्लाह भी जल्द हिसाब लेनेवाला है	Yes, the true religion with Allah is Islam.
1663	1663	1663	Harley, I already feel so bad though, about what we're doing.	हार्ले, मैं पहले से ही हम क्या कर रहे हैं के बारे में है, हालांकि बहुत बुरा लगता है.	Yes, I already feel so bad though, about what we're doing.
1664	1664	1664	Failed to connect to SMTP server %s in secure mode: %s	सुरक्षित मोड़ में %s SMTP सर्वर से जुड़ने में असफल: %s	"Translate:
Source:
Source Sentence:
Source Sentence:
Source Sentence Sentence"
1665	1665	1665	Earlier this evening online server trackers noted the NSA's website had been down for at least six hours, and the site continues to be inaccessible for some users.	शाम को ऑनलाइन सर्वर ट्रैकर्स ने पाया था कि एन.एस.ए. की वेबसाइट कम से कम छह घंटों के लिए बंद थी, तथा कुछ उपयोगकर्ताओं के लिए साइट अभी भी पहुंच में नहीं है।	"Translation:
Earlier this evening online server trackers noted the NSA's website had been down for at least six hours, and the site continues to be inaccessible for some users."
1666	1666	1666	Did you hear somebody?	आप किसी को सुना है?	Did you hear somebody?
1667	1667	1667	I didn't even know about Ellen's money until I found that letter!	इसके अलावा, इस अपने कमबख्त योजना है	Yes, Ellen's money is a famous fact.
1668	1668	1668	Your emails	raviratlami@ aol. in	Yes, your emails
1669	1669	1669	- This pool of slave labour you've got, you can underbid any contractor in town?	- तुम्हारे पास दासों का समूह है, तुम शहर के किसी भी ठेकेदार से कम बोली लगा सकते हो.	Yes, you can underbid any contractor in town?
1670	1670	1670	All right, the parole board has received...	सब ठीक है, पैरोल बोर्ड प्राप्त हुआ है...	"Translate:
All right, the parole board has received"
1671	1671	1671	the current time	मौजूदा समय	Sure the original meaning
1672	1672	1672	/nick <nickname>: change your nickname on the current server	/nick <nickname>: मौजूदा सर्वर पर अपना प्रचलित नाम बदलें	"Translate:
/nick -> nickname on the current server"
1673	1673	1673	They said: O ruler of the land! Lo! he hath a very aged father, so take one of us instead of him. Lo! we behold thee of those who do kindness.	और जो (उसके भाई की चोरी का हाल बयान करते हो ख़ुदा खूब बवाक़िफ है (इस पर) उन लोगों ने कहा ऐ अज़ीज़ उस (इब्ने यामीन) के वालिद बहुत बूढ़े (आदमी) हैं (और इसको बहुत चाहते हैं) तो आप उसके ऐवज़ (बदले) हम में से किसी को ले लीजिए और उसको छोड़ दीजिए	Yes, they said: O ruler of the land! Lo! he has a very aged father, so take one of us instead of him.
1674	1674	1674	"Have you been to the ""new home"" last night?"	"कल रात तुम ""नया घर"" गये थे?"	"Yes, have you been to the ""new home"" last night?"
1675	1675	1675	A big fat fucking zero.	एक बहुत बड़ा शून्य।	Yes, a big zero.
1676	1676	1676	This will blind you.	यदि यह आँख में गया, अंधे हो जाओगे.	"Translate:
This will blind you."
1677	1677	1677	Poorer but wiser.	गरीब लेकिन समझदार.	"Translate:
Gooder but wiser."
1678	1678	1678	It promised that if they could distinguish between good and evil.	उसने वादा किया था कि अगर वे अच्छाई और बुराई के बीच भेद कर लेंगे.	Yes, it promised that if they could distinguish between good and evil.
1679	1679	1679	That's when we're at our most uncontrollable, vicious, insane with thirst.	~ क्रूर, प्यास से पागल ~.	That's when we're at our most most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most, most,
1680	1680	1680	Hi-Test.	हाय टेस्ट.	Source Sentence.
1681	1681	1681	And his plaint: ‘My Lord! Indeed these are a people who will not have faith!’	और (उसी को) रसूल के उस क़ौल का भी इल्म है कि परवरदिगार ये लोग हरगिज़ ईमान न लाएँगे	Yes, he acknowledged that these are a people who will not have faith!
1682	1682	1682	I want it sorted.	मैंइसेहल चाहते	That's all right.
1683	1683	1683	Only 1?	केवल 1?	Yes, only one?
1684	1684	1684	God desires to make clear to you, and to guide you in the institutions of those before you, and to turn towards you; God is All-knowing, All-wise;	ख़ुदा तो ये चाहता है कि (अपने) एहकाम तुम लोगों से साफ़ साफ़ बयान कर दे और जो (अच्छे) लोग तुमसे पहले गुज़र चुके हैं उनके तरीक़े पर चला दे और तुम्हारी तौबा कुबूल करे और ख़ुदा तो (हर चीज़ से) वाक़िफ़ और हिकमत वाला है	Yes, as God is All-knowing, All-wise;
1685	1685	1685	Select the personal data you want to clear	निजी आंकड़ा चुनें जिसे आप साफ़ करना चाहते हैं	"Translate:
Select the personal data you want to clear"
1686	1686	1686	And We divided them throughout the earth into nations. Of them some were righteous, and of them some were otherwise. And We tested them with good [times] and bad that perhaps they would return [to obedience].	और हमने उनको रूए ज़मीन में गिरोह गिरोह तितिर बितिर कर दिया उनमें के कुछ लोग तो नेक हैं और कुछ लोग और तरह के (बदकार) हैं और हमने उन्हें सुख और दुख (दोनो तरह) से आज़माया ताकि वह (शरारत से) बाज़ आए	Yes, we have tested them with good times and bad times that perhaps they would return obedience.
1687	1687	1687	Could not register	पंजीयन नहीं कर सका	"Source:
Could not obtain"
1688	1688	1688	Weidling, former Commanding Officer of the Berlin Defense Force.	बर्लिन डिफेंस फोर्स के पूर्व कमांडिंग आफीसर, विल्डिंग.	"Translate:
Weidling, former Commanding Officer of the Berlin Defense Force."
1689	1689	1689	As for the wall, it belonged to two orphan lads in the city, and under it was a treasure belonging to them. Their father was a righteous man; and thy Lord desired that they should come of age and then bring forth their treasure as a mercy from thy Lord. I did it not of my own bidding. This is the interpretation of that thou couldst not bear patiently.'	"और रही यह दीवार तो यह दो अनाथ बालकों की है जो इस नगर में रहते है। और इसके नीचे उनका ख़जाना मौजूद है। और उनका बाप नेक था, इसलिए तुम्हारे रब ने चाहा कि वे अपनी युवावस्था को पहुँच जाएँ और अपना ख़जाना निकाल लें। यह तुम्हारे रब की दयालुता के कारण हुआ। मैंने तो अपने अधिकार से कुछ नहीं किया। यह है वास्तविकता उसकी जिसपर तुम धैर्य न रख सके।"""	"Translate:
As for the wall, it belonged to two orphan lads in the city, and under it was a treasure belonging to them. Their father was a righteous man; and their Lord desired that they should come of age and then bring forth their treasure as a mercy from their Lord."
1690	1690	1690	The resource '%s' is busy during the selected time period.	संसाधन '%s' चयनित समय काल में व्यस्त.	Source is busy during the selected time period.
1691	1691	1691	- - I don't know, brother, ask him.	- मैं नहीं जानता, भाई, उससे पूछो.	Yes, I don't know, brother, ask him.
1692	1692	1692	Enabled	draw separator	"Translate:
EnEnabled"
1693	1693	1693	- That's true enough.	- काफी हद तक सच है.	Yes, I will add, remove, or change any information.
1694	1694	1694	Do you think that you will be left [as you are] while Allah has not yet made evident those among you who strive [for His cause] and do not take other than Allah, His Messenger and the believers as intimates? And Allah is Acquainted with what you do.	क्या तुमने ये समझ लिया है कि तुम (यूं ही) छोड़ दिए जाओगे और अभी तक तो ख़ुदा ने उन लोगों को मुमताज़ किया ही नहीं जो तुम में के (राहे ख़ुदा में) जिहाद करते हैं और ख़ुदा और उसके रसूल और मोमेनीन के सिवा किसी को अपना राज़दार दोस्त नहीं बनाते और जो कुछ भी तुम करते हो ख़ुदा उससे बाख़बर है	Yes, I will be left [as I am] while Allah has not yet made evident those among you who strive [for His cause] and do not take other than Allah, His Messenger and the believers as intimates?
1695	1695	1695	"They say: ""Why does he not bring us a sign (proof) from his Lord?"" Has there not come to them the proof of that which is (written) in the former papers [Scriptures, i.e. the Taurat (Torah), and the Injeel (Gospel), etc. about the coming of the Prophet Muhammad SAW]."	"और वे कहते है कि ""यह अपने रब की ओर से हमारे पास कोई निशानी क्यों नहीं लाता?"" क्या उनके पास उसका स्पष्ट प्रमाण नहीं आ गया, जो कुछ कि पहले की पुस्तकों में उल्लिखित है?"	"Yes, they say: ""Why does he bring us a sign (proof) from his Lord."""
1696	1696	1696	In Reggie's pain?	रेगी के दर्द में ?	"Yes, but only in the context of pain, not in the context of the term ""In Reggie's pain?""."
1697	1697	1697	GEAC:	जीईएसी:	"Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source"
1698	1698	1698	Move ~a onto an empty corner slot.	खाली अस्थायी खाँचा पर पत्ता ले जाएँ	"Translate:
Move to an empty corner slot."
1699	1699	1699	Believers, obey Allah and obey the Messenger and those in authority among you. Should you dispute about anything refer it to Allah and the Messenger, if you believe in Allah and the Last Day. That is better and the best interpretation.	ऐ ईमान लानेवालो! अल्लाह की आज्ञा का पालन करो और रसूल का कहना मानो और उनका भी कहना मानो जो तुममें अधिकारी लोग है। फिर यदि तुम्हारे बीच किसी मामले में झगड़ा हो जाए, तो उसे तुम अल्लाह और रसूल की ओर लौटाओ, यदि तुम अल्लाह और अन्तिम दिन पर ईमान रखते हो। यदि उत्तम है और परिणाम की स्पष्ट से भी अच्छा है	"Translate:
Believers, obey Allah and obey the Messenger and those in authority among you. Should you dispute about anything refer it to Allah and the Messenger, if you believe in Allah and the Last Day."
1700	1700	1700	All right, man, look.	ठीक है, आदमी, देखो.	Yes, man, look.
1701	1701	1701	And that He (Allah) is the Lord of Sirius (the star which the pagan Arabs used to worship);	और ये कि वही योअराए का मालिक है	Yes, and that He (Allah) is the Lord of Sirius (the star which the pagan Arabs used to worship);
1702	1702	1702	Two weeks is nothing, we need two months at least.	दो हफ्ते कुछ भी नहीं है, हम दो महीने में कम से कम जरूरत है.	Asafo is nothing, we need asafo at least two months.
1703	1703	1703	First of all, Samurai is Japanese, I'm Korean.	सभी के पहले, समुराई जापानी है, मैं कोरियाई हूँ.	Yes, first of all, Samurai is Japanese, I'm Korean.
1704	1704	1704	I believe we just had a cancellation.	मैं हम सिर्फ एक रद्द किया था विश्वास करते हैं.	Yes, cancellation.
