	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
1430	1430	1430	file chooser	फ़ाइल-चयनक	फ़ाइल चुनने वाला स selection
1431	1431	1431	Those to whom We have given the Book rejoice in what is sent down to you, while some factions reject a part of it. Say: 'I am commanded to worship Allah and to associate none with Him. To Him I supplicate, and to Him I turn'	"जिन लोगों को हमने किताब प्रदान की है वे उससे, जो तुम्हारी ओर उतारा है, हर्षित होते है और विभिन्न गिरोहों के कुछ लोग ऐसे भी है जो उसकी कुछ बातों का इनकार करते है। कह दो, ""मुझे पर बस यह आदेश हुआ है कि मैं अल्लाह की बन्दगी करूँ और उसका सहभागी न ठहराऊँ। मैं उसी की ओर बुलाता हूँ और उसी की ओर मुझे लौटकर जाना है।"""	जो हमने पुस्तक दी है, जो तुम्हें भेजी गई है, उन्हें प्रसन्न करते हैं कि वे प part को स्वीकार करते हुए, जबकि कुछ समूह कुछ से भी असहमत हैं! उन्हें कहते हुए, 'मैं अल्लाह को पूजा करने और उसे अपने साथ प्रतिष्ठित करने के लिए कह रहा हूँ, और उस पर मैं प्रार्थना करता हूँ'
1432	1432	1432	If We give the human being a taste of mercy from Us, and then withdraw it from him, he becomes despairing and ungrateful.	यदि हम मनुष्य को अपनी दयालुता का रसास्वादन कराकर फिर उसको छीन लॆं, तॊ (वह दयालुता कॆ लिए याचना नहीं करता) निश्चय ही वह निराशावादी, कृतघ्न है	अगर हम मनुष्य को दया देते हैं और फिर उससे उसे वापस नहीं लाते हैं, तो वह उदास हो जाता है और उसके प्रति आभरित हो जाता है।
1433	1433	1433	Did you know that Mr. sly Wheaton has a legal document proving that every cent of that estate was intended for Ellen and nobody else, period?	आप श्री धूर्त व्हीटॉन एक कानूनी दस्तावेज है कि पता था साबित करना है कि वह संपत्ति का हर प्रतिशत एलेन और कोई नहीं, इस अवधि के लिए करना चाहता था?	क्या तुमने जानता है कि मिस रील वेटन ने सुनिश्चित कर दिया है कि पूरा पैसा एलेन के लिए ही था, न कि किसी दूसरे के लिए, न ही?
1434	1434	1434	_Image	चित्र (_I)Disc Image	इमेज
1435	1435	1435	But I had it earlier and now it's gone.	लेकिन मैं यह पहले था और अब वह चला गया है.	लेकिन मैंने पहले इसे लिया था और अब भी चला गया है।
1436	1436	1436	The adulterer and the adulteress, scourge ye each one of them (with) a hundred stripes. And let not pity for the twain withhold you from obedience to Allah, if ye believe in Allah and the Last Day. And let a party of believers witness their punishment.	़ज़िना करने वाली औरत और ज़िना करने वाले मर्द इन दोनों में से हर एक को सौ (सौ) कोडे मारो और अगर तुम ख़ुदा और रोजे अाख़िरत पर ईमान रखते हो तो हुक्मे खुदा के नाफिज़ करने में तुमको उनके बारे में किसी तरह की तरस का लिहाज़ न होने पाए और उन दोनों की सज़ा के वक्त मोमिन की एक जमाअत को मौजूद रहना चाहिए	अपमार्य करने वाले और अपमार्य करने वाले, दोनों को एक hundred पट्टियों से घिर जाना चाहिए. और इन दो से दो को Allah से अलग obedience नहीं देना चाहिए, यदि आप Allah से सहमत हैं और Last Day से भी नहीं भूलते हैं। और एक समूह के नमाज़ देने वाले को उनकी सजा देना चाहिए।
1437	1437	1437	Come on, you've got more than that.	चलो, मैं चोट कर रहा हूँ, है ना?	अरे, वो तो बहुत ज़्यादा है ना।
1438	1438	1438	English (Canada)	इंग्लिश (कॅनडा)	अंग्रेज़ी ( कनाडा)
1439	1439	1439	Disable use of the fixed function pipeline backend	निश्चित फ़ंक्शन पाइपलाइन बैकएंड का उपयोग निष्क्रिय करें	निरंतर प्रोसेस बैकपैड के उपयोग को अनुपालन करने से रोकें
1440	1440	1440	Yeah, same coffee shop.	हाँ, एक ही कॉफी की दुकान.	हाँ, उसी कॉफ़ी शॉप।
1441	1441	1441	O Romeo, Romeo, wherefore art thou Romeo?	हे रोमियो, रोमियो, किस कला तू रोमियो?	रोमो, रोमो, वाह थou रोमो क्यों?
1442	1442	1442	Turn it off please, John.	जॉन, कृपया इसे बंद कर दो।	जॉर्न को इस ऑफ़ ऑन कर दें
1443	1443	1443	I just need to eat something.	कुछ खाने के लिए मैं सिर्फ जरूरत है.	मुझे खाने के लिए कुछ चाहिए।
1444	1444	1444	"And were you to wonder, then wondrous indeed is the saying of those who say: ""What! After we have been reduced to dust, shall we be created afresh?"" They are the ones who disbelieved in their Lord; they are the ones who shall have shackles around their necks. They shall be the inmates of the Fire, wherein they will abide for ever."	"अब यदि तुम्हें आश्चर्य ही करना है तो आश्चर्य की बात तो उनका यह कहना है कि ,""क्या जब हम मिट्टी हो जाएँगे तो क्या हम नए सिरे से पैदा भी होंगे?"" वही हैं जिन्होंने अपने रब के साथ इनकार की नीति अपनाई और वही है, जिनकी गर्दनों मे तौक़ पड़े हुए है और वही आग (में पड़ने) वाले है जिसमें उन्हें सदैव रहना है"	"और तुम्हें भी यह सोचने पर पड़े तो कि क्या हो जाए, तब भी वे कहते हैं कि ""क्या! हमारे बाद से किसी से भी नाज़ुरी बन कर तुम्हें फिर से बनाया जाएगा?"" वे लोग उनके भगवान का विश्वास नहीं करते; वे लोग फ़र्ज़ी लोग हैं जो किसी से नाज़ुरी के रूप में होंगे; वे अपने पैरों पर चाकू के जाल में रहेंगे, जहाँ वे कभी नहीं बाहर आएँगे।"
1445	1445	1445	We got into a fight...	हम एक लड़ाई में मिला...	हमें लड़ाई में पड़ी हुई...
1446	1446	1446	, why did you send me here?	क्यों तुम मुझे यहाँ भेजा है?	, क्यों तुम मुझे यहाँ सेंट्रल स्टेशन में भेजे?
1447	1447	1447	♪ COULD BE FOREVER BOUND	♪हमेशाके लिएबाध्यकिया जासकताहै	♪ क्या फिर से निश्चित हो सकता हूँ
1448	1448	1448	Maldives Health blog has discussed the issue here. This is it.	मालदीव हेल्थ ब्लॉग ने मामले का ज़िक्र करते हुये लिखा	यहाँ मालदीव स्वास्थ्य ब्लॉग ने इस पर चर्चा की है। यहाँ सिर्फ़ यह है।
1449	1449	1449	That's good, Jacobs.	अच्छा यही है, याकूब.	क्या अच्छा है जैक्सबस।
1450	1450	1450	You cowards.	आप डरपोक.	आपके पास भयानक है!
1451	1451	1451	If Kim Woo-jing becomes the regent,	किम वू जिंग रीजेंट हो जाता है,	अगर किम वू-जिं रेगेंट बन जाती है,
1452	1452	1452	Ignored	नज़रअंदाज़ कियाBoolean True - Yes	अनजाना
1453	1453	1453	The law firm Leman Brothers currently in bankruptcy billed over 850 million in legal fees, in addition for billing in massage and lobster dinners.	वर्तमान में दिवालियापन में कानून फर्म Leman ब्रदर्स कानूनी फीस में दस लाख 850 से अधिक बिल भेजा, मालिश और समुद्री झींगा रात्रिभोज में बिलिंग के लिए इसके अलावा में.	लगभग 850 करोड़ रुपये की लॉग फ़ीस लेमन ब्रदर्स के कानूनी फर्म में हो रहे बकाया में लगी हैं. मassage और लobster डिनर के लिए भी भुगतान करने के लिए.
1454	1454	1454	Till you reach the grave.	यहाँ तक कि तुम क़ब्रिस्तानों में पहुँच गए	तill तुम ग्रेवे तक पहुँच जाते हैं।
1455	1455	1455	Pointer	छापें	पॉइंटर
1456	1456	1456	My wealth did not avail me.	(अफ़सोस) मेरा माल मेरे कुछ भी काम न आया	मेरी अमीरी में नहीं आई।
1457	1457	1457	The guests will be arriving at the front gate and directed to the valet.	मेहमानों के सामने गेट पर आने वाला है और सेवक को निर्देश दिया।	विद्यार्थियों को सामने के दरवाज़े पर पहुँचाया जाएगा और उन्हें वावलेट की ओर भेजा जाएगा.
1458	1458	1458	Because we couldn't have done it alone.	क्योंकि हम यह सब अकेले नहीं कर सकते थे.	क्योंकि हम एक-दूसरे के बिना नहीं कर सकते थे।
1459	1459	1459	Toggles whether the BCC field is displayed	यदि BCC क्षेत्र प्रदर्शित है तो टॉगल करें	बीसीसी फ़ील्ड को दिखाने की सुविधा को ट्रिगर करता है
1460	1460	1460	User:	प्रयोक्ता:UserAuthentication User	यूज़र:
1461	1461	1461	That they should bring to you every skillful magician.	"कि वे प्रत्येक प्रवीण जादूगर को आपके पास ले आएँ।"""	उन्हें आपके सामने हर ऐसा साहस्रिय चालाकी दिखाने वाला व्यक्ति लाया जाना चाहिए।
1462	1462	1462	Cheese Webcam Booth	चीज वेबकैम बूथ	चीज़ वॉबर बॉथ
1463	1463	1463	Clockwise Bottom Left Out	घड़ी की दिशा में नीचे बाएं से बाहर	समय का घड़ी सिर्फ कोवर्टिंग से निकलता है | | | | |
1464	1464	1464	_Stop	रोकें(_S)	डब्ल्यू
1465	1465	1465	Not a launchable item	चलाने वाली वस्तु नहीं	लॉन्च करने योग्य कोई चीज़ नहीं है
1466	1466	1466	"The solicitor, who was nicknamed ""Bash"" and hailed by criminals as a ""top brief,"" was arrested at his home in 2011 following a police surveillance operation into Scarborough, who he had represented in a previous narcotics trial."	"इस अधिवक्ता को, जिसे ""बैश"" का उपनाम दिया गया था, तथा जिसकी अपराधियों द्वारा ""टॉप ब्रीफ"" के रूप में प्रशंसा की गई थी, स्कारबोरो में पुलिस निगरानी संचालन के पश्चात वर्ष 2011 में उसके घर से गिरफ्तार किया गया था, जिसका उसने पिछले नारकोटिक्स ट्रायल में प्रतिनिधित्व किया था।"	2011 में कार्कस्ट्रैवल के लिए जाने जाने वाले एक पुलिस अभियान के दौरान उनके घर में उनके वकील, जिन्हें “बश” के रूप से माना जाता है और अपराधियों के बीच एक “टॉप ब्रीफ” के रूप में स्थापित किया गया था, गिरफ्तार कर लिया गया।
1467	1467	1467	Brain starts working with 10 times increased capacity	मस्तिष्क में 10 बार वृद्धि की क्षमता के साथ काम शुरू होता है	मस्तिष्क 10 गुना क्षमता से काम करने लगता है
1468	1468	1468	Simon, you don't have to do this.	साइमन, आप ऐसा करने के लिए नहीं है.	सिमोन, आपको यह करने नहीं देना है.
1469	1469	1469	"Indeed, Allah is my Lord and your Lord, so worship Him. That is the straight path."""	पस तुम ख़ुदा से डरो और मेरी इताअत करो बेशक ख़ुदा ही मेरा और तुम्हारा परवरदिगार है	हाँ, अल्लाह मेरा और आपका लॉर्ड है, इसलिए इसे पालना चाहिए। ऐसा एक सटीक रास्ता है।
1470	1470	1470	Set Bac_kground Properties	पृष्ठभूमि गुण सेट करें (_k)	सेट बैकब्रोक प्रॉपर्टीज़
1471	1471	1471	I however... would be willing to accept the responsibility...	मैं फिर भी ... जिम्मेदारी स्वीकार करने को तैयार हो जाएगा ...	लेकिन मैं... इसके लिए जिम्मेदार होने के लिए तैयार हूँ
1472	1472	1472	"Moses chose seventy of his people for the appointment (on Mount Sinai). When they arrived they were seized by a tremor. (Moses) said: ""O Lord, if You had so pleased You could have annihilated them and me before this. Will You destroy us for something the foolish among us have done? This is but a trial from You whereby You will lead whom You will astray and guide whom You please. You are our saviour, so forgive us and have mercy on us, for You are the best of forgivers."	और मूसा ने अपनी क़ौम से हमारा वायदा पूरा करने को (कोहतूर पर ले जाने के वास्ते) सत्तर आदमियों को चुना फिर जब उनको ज़लज़ले ने आ पकड़ा तो हज़रत मूसा ने अर्ज़ किया परवरदिगार अगर तू चाहता तो मुझको और उन सबको पहले ही हलाक़ कर डालता क्या हम में से चन्द बेवकूफों की करनी की सज़ा में हमको हलाक़ करता है ये तो सिर्फ तेरी आज़माइश थी तू जिसे चाहे उसे गुमराही में छोड़ दे और जिसको चाहे हिदायत दे तू ही हमारा मालिक है तू ही हमारे कुसूर को माफ कर और हम पर रहम कर और तू तो तमाम बख्शने वालों से कहीें बेहतर है	"मोज़ेस ने अपने पाँचवें लोगों को माउंट सिनाई पर नियुक्ति की थी। जब वे पहुँच गए तो उनमें एक भ्रम हो गया था (मोज़ेस) ने कहा: ""ओ लैब, यह यार, यदि यह यार इन्हें मृत्यु के मार्ग से आगे नहीं चला सकते हैं तो हमें यह करने के लिए तुम्हें क्या दया दोगी? यह एक परीक्षण है तुम्हें उन लोगों को जो तुम्हारे मार्ग से गलती करते हैं, इन्हें तुम जो लोगों को गलत रास्ते से जोड़ते हो, तुम उन्हें दोगी होोगे। तुम सबसे बड़ी दयालु हो, ये तुम्हारे लोग हो।"
1473	1473	1473	Passengers trying to avoid those fees have been stuffing as much as they can into carry-on baggage stashed in overhead bins, meaning those bins often run out of space.	जो जो यात्री शुल्क से बचने की कोशिश कर रहे हैं भराई कर रहे हैं जितना वे कर सकते हैं कैरी - ऑन बैगेज में जो ओवरहेड डिब्बे में स्टैश है , इसका मतलब है इस डिब्बे में अक्सर कम जगह है.	जो भी शुल्क चुकाना चाहते हैं उन्होंने उस पैसे को कार्यात्मक बैग से निकाल कर सामान को ऊपर के बिना रखे बिना भर रहे हैं, अर्थात बिना सख्ती से स्टोर किए बिना बिना सख्ती से बिना सामान का पैसा निकाला जा रहा है।
1474	1474	1474	Group Box	समूह बक्सा	ज़बरदस्त्रु
1475	1475	1475	Whatsoever has been given you is the stuff this life is made of, and only its embellishment. What is with your Lord is better and abiding. Will you not understand?	और तुम लोगों को जो कुछ अता हुआ है तो दुनिया की (ज़रा सी) ज़िन्दगी का फ़ायदा और उसकी आराइश है और जो कुछ ख़ुदा के पास है वह उससे कही बेहतर और पाएदार है तो क्या तुम इतना भी नहीं समझते	जो भी आपको मिला है, उस से इस जीवन का मूल बना है, और उसके बाद का भी उसमें जो है, वह सीमित है। आपके राज्याराज्य के साथ कुछ भी जो है, वह इस जीवन में है और उसके बाद भी है। समझने की आपकी कितनी कमजोरी है?
1476	1476	1476	Bogofilter child process does not respond, killing...	बोगोफिल्टर संतति प्रक्रिया अनुक्रिया नहीं देती है, नष्ट कर रहा है...	बॉगफिल्टर बच्चे के प्रक्रिया को प्रतिक्रिया नहीं देती, मारने के लिए...
1477	1477	1477	You will train to compete as a team against other teams.	आप अन्य टीमों के खिलाफ एक टीम रूप में प्रतिस्पर्धा करने के िलए प्रशिक्षित करेंगे.	तुम्हें टीमों के मुकाबले दूसरों के साथ साथ ट्रेन करना होगा।
1478	1478	1478	The time to execute this query exceeded the server limit or the limit configured for this address book. Please make your search more specific or raise the time limit in the directory server preferences for this address book.	इस प्रश्न के लिए समय सर्वर सीमा से अधिक हो गया या सीमा जो कि इस पता पुस्तिका के लिए विन्यस्त किया था. कृपया सुनिश्चित करें कि आपकी खोज अधिक विशिष्ट हो या समय सीमा को निर्देशिका सर्वर वरीयता इस पता पुस्तिका के लिए बढ़ाए.	इस जाँच के लिए सेवा सीमा से अधिक या इस पते के पत्रिका लेखा के लिए स्थापित सीमा से अधिक समय लगा रहा था या इस पते के लेखा सेवा के डायरेक्टरी सेवा विशिष्टता के लिए समय को बढ़ाया जाना चाहिए, इस पते के लेखा सेवा की विशिष्टता को बढ़ाया जाना चाहिए.
1479	1479	1479	Hayley's got the means.	हेले के साधन मिल गया।	हेली के पास माँगे हैं।
1480	1480	1480	They're chewing us up!	वे हमें चबा रहे हैं!	उनको चूसना शुरू कर देना चाहिए!
1481	1481	1481	And unto (the tribe of) A'ad (We sent) their brother, Hud. He said: O my people! Serve Allah. Ye have no other Allah save Him. Will ye not ward off (evil)?	और (हमने) क़ौम आद की तरफ उनके भाई हूद को (रसूल बनाकर भेजा) तो उन्होनें लोगों से कहा ऐ मेरी क़ौम ख़ुदा ही की इबादत करो उसके सिवा तुम्हारा कोई माबूद नहीं तो क्या तुम (ख़ुदा से) डरते नहीं हो	और (अदिवासी के लोग) ऐद (हमने उनके भाई हूदु को भेजा) के पुत्र हूदु ने कहा: मेरे लोग! अल्लाह की सेवा करो। आप अल्लाह के बिना किसी और अल्लाह की सेवा करेंगे? आप दुष्प्राय को भी दूर करेंगे?
1482	1482	1482	(Chris, Echoing) Hello!	हैलो!	(चिर, ईकोइंग) हैलो!
1483	1483	1483	Like, it don't make sense.	तरह, यह मतलब नहीं है.	ऐसा है, क्यों?
1484	1484	1484	The stuff's out of your system.	यह लड़का है उसके दिमाग से बाहर.	ये आपके शरीर से बाहर है।
1485	1485	1485	Or have they taken to themselves guardians other than Him? But Allah, He is the Guardian. He revives the dead and has power over all things.	क्या उन लोगों ने ख़ुदा के सिवा (दूसरे) कारसाज़ बनाए हैं तो कारसाज़ बस ख़ुदा ही है और वही मुर्दों को ज़िन्दा करेगा और वही हर चीज़ पर क़ुदरत रखता है	या उन्होंने अपने ऊपर अन्य निरीक्षकों का रूपांग बना लिया है? लेकिन अल्लाह, वे रिकवर हैं। वे मृत्यु को जीवित कर देते हैं और सभी चीज़ों पर उनकी शक्ति है।
1486	1486	1486	And they said, “O you magician! Pray for us to your Lord, by the means of His covenant which is with you; we will certainly come to guidance.”	"उनका कहना था, ""ऐ जादूगर! अपने रब से हमारे लिए प्रार्थना कर, उस प्रतिज्ञा के आधार पर जो उसने तुझसे कर रखी है। निश्चय ही हम सीधे मार्ग पर चलेंगे।"""	और उन्होंने कहा, “आप मágिक व्यक्ति! हमें आपके राज्य की शिक्षा चाहते हैं, उस संयोजन के माध्यम से जो आपके साथ है कि जो हमें आपकी सेवा की आवश्यकता है; हमें उसकी शिक्षा चाहेंगे।”
1487	1487	1487	I'm going to be leading them to great things.	पर आने वाले दिनों में मैं उन्हें ऊँचाइयों की ओर ले जाऊँगा।	मैं उन्हें बहुत अच्छी चीज़ें दिखाने जा रहा हूँ।
1488	1488	1488	Know that Allah gives life to the earth after its death! Indeed We have made clear the Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) to you, if you but understand.	जान लो, अल्लाह धरती को उसकी मृत्यु के पश्चात जीवन प्रदान करता है। हमने तुम्हारे लिए आयतें खोल-खोलकर बयान कर दी है, ताकि तुम बुद्धि से काम लो	यह कहना है कि मृत शरीर को पुनः जीवित करने के लिए पृथ्वी को पुनः लीवेंड! यह सच है कि हमने आपको बताया है कि यदि आप समझें तो हम आपको जो सुनवाई है, सीखवाई, पढ़वाई, समझवाई, संकेत, प्राप्तियाँ, उपन्यास, आदि से सुनेंगे।
1489	1489	1489	To every community We sent a messenger: “Worship God, and avoid idolatry.” Some of them God guided, while others deserved misguidance. So travel through the earth, and see what the fate of the deniers was.	और हमने तो हर उम्मत में एक (न एक) रसूल इस बात के लिए ज़रुर भेजा कि लोगों ख़ुदा की इबादत करो और बुतों (की इबादत) से बचे रहो ग़रज़ उनमें से बाज़ की तो ख़ुदा ने हिदायत की और बाज़ के (सर) पर गुमराही सवार हो गई तो ज़रा तुम लोग रुए ज़मीन पर चल फिर कर देखो तो कि (पैग़म्बराने ख़ुदा के) झुठलाने वालों को क्या अन्जाम हुआ	सभी समुदायों में एक संदेश भेजें: “अद्भुत गod का पूजा करो, मूर्ति का पूजन करने से बचें.” कुछ ने भगवान को प्रोत्साहित किया, जबकि अन्य को गलत रास्ते चुना था। इसलिए पृथ्वी पर आगे बढ़ें और देनियों की परिस्थिति को देखेंगा।
1490	1490	1490	And lo, thy Lord! He is indeed the Mighty, the Merciful.	और निश्चय ही तुम्हारा रब ही है जो बड़ा प्रभुत्वशाली, अत्यन्त दयावान है	और लो, तुम्हारे राजा! वे सचमुच ज्यादा, दयालु हैं, ऐसा कहो।
1491	1491	1491	A state of mind.	दिमाग की एक स्थिति।	एक ऐसा स्थिति जो मन में आती है।
1492	1492	1492	Repository origin; Drop or type a different revision here	रेपोसिटरी छोडें या क़िस्म a	स्टोरेज़ ओरिजिन; ड्रॉप या टाइप एक अलग रिवीज़न दे
1493	1493	1493	A power station is on high alert tonight as environmental campaigners have vowed to shut it down.	बिजली संयंत्र पर आज रात कड़ी निगरानी रखी गई है क्योंकि पर्यावरण कार्यकर्ताओं ने इसे बंद करने की योजना बनाई है.	प्रदूषण प्रतिरोधियों के निशाने से tonight के रात को ऊर्जा संयंत्र तैयार है.
1494	1494	1494	It is Allah Who sends the Winds, and they raise the Clouds: then does He spread them in the sky as He wills, and break them into fragments, until thou seest rain-drops issue from the midst thereof: then when He has made them reach such of his servants as He wills behold, they do rejoice!-	अल्लाह ही है जो हवाओं को भेजता है। फिर वे बादलों को उठाती हैं; फिर जिस तरह चाहता है उन्हें आकाश में फैला देता है और उन्हें परतों और टुकड़ियों का रूप दे देता है। फिर तुम देखते हो कि उनके बीच से वर्षा की बूँदें टपकी चली आती है। फिर जब वह अपने बन्दों में से जिनपर चाहता है, उसे बरसाता है। तो क्या देखते है कि वे हर्षित हो उठे	अल्लाह के हाथ से हवाएं भी आती हैं, और हवा उन्हें ऊपर उठाती है; तब उसे हाथ से इन्हें स्तर से ऊपर हवा में फैला देती है और उन्हें विभिन्न भागों में तोड़ देती है: तब उन्हें स्तर से देखते हुए उसे चाहिए है कि वे बारिश के बूँदें उसमें से गुजरती हैं; तब जब उसे ऐसे सervitorों में चाहा है हो वह उन्हें आने-जाने के साथ ज्यादा खुश हो!
1495	1495	1495	Enough with the coffee.	कॉफी के साथ बहुत हो गया.	कॉफ़ी के बारे में अब रुक जाना है।
1496	1496	1496	Some kid I have.	कुछ ही बच्चे है मेरे.	मेरे कुछ बच्चे हैं।
1497	1497	1497	“O Yusuf! O truthful one! Explain for us the seven healthy cows which seven lean cows were eating and the seven green ears of corn and seven others dry, so I may return to the people, possibly they may come to know.”	(ग़रज़ वह गया और यूसुफ से कहने लगा) ऐ यूसुफ ऐ बड़े सच्चे (यूसुफ) ज़रा हमें ये तो बताइए कि सात मोटी ताज़ी गायों को सात पतली गाय खाए जाती है और सात बालियॉ हैं हरी कचवा और फिर (सात) सूखी मुरझाई (इसकी ताबीर क्या है) तो मैं लोगों के पास पलट कर जाऊँ (और बयान करुँ)	“यूसूफ़! सच्चे लोग! हमें तुमने से पूछना है कि सात स्वस्थ बकरियाँ जो सात कमजोर बकरियाँ खा रही थीं और सात हर्बल बीज और सात अन्य पुराने बीज, इन सब चीजों को समझने में मदद करेंगी कि मैं लोगों को वापस ले जाऊँगा क्योंकि शायद वे लोग समझ पाएँगें.”
1498	1498	1498	Certainly We created above you seven levels and We have not been oblivious of the creation.	और हम ही ने तुम्हारे ऊपर तह ब तह आसमान बनाए और हम मख़लूक़ात से बेखबर नही है	बिल्कुल हमने आपको सात स्तर बनाए हैं और हमने आपकी सृष्टि की ओर से कुछ भी नजर नहीं पड़ी है।
1499	1499	1499	Name	नाम	नाम
1500	1500	1500	Had any love affairs before meeting Indu?	इंदु से मिलने से पहले तुम्हारा कोई लव अफ़ेयर था?	इंडू से मिलने के पहले किसे साथ था?
1501	1501	1501	No shots have been fired.	कोई गोली नहीं चली है.	कोई गोली नहीं बोली गई है।
1502	1502	1502	It's a very hard surface to be sleeping on.	सोने के लिए यह काफ़ी कठोर जगह है.	शायद तो जो स्थान पर आपको सोने के लिए रखना होगा, वह बहुत ज़्यादा पतली और गीली होगी।
1503	1503	1503	Copy Folder To	फ़ोल्डर की नक़ल यहाँ लें	कॉपी फ़ोरेज़ टो
1504	1504	1504	Your life hangs in the balance.	अपने जीवन अधर में लटका हुआ है.	तुम्हारी जिंदगी तो तुम्हारी जिंदगी पर भी ही निश्चित रूप से स्थिति में है।
1505	1505	1505	Say thou: look ye were Allah to take away your hearing and your sight and seal up your hearts, what god, other than Allah, shall bring them unto you? Behold! how variously We propound the signs, yet they turn aside.	"कहो, ""क्या तुमने यह भी सोचा कि यदि अल्लाह तुम्हारे सुनने की और तुम्हारी देखने की शक्ति छीन ले और तुम्हारे दिलों पर ठप्पा लगा दे, तो अल्लाह के सिवा कौन पूज्य है जो तुम्हें ये चीज़े लाकर दे?"" देखो, किस प्रकार हम तरह-तरह से अपनी निशानियाँ बयान करते है! फिर भी वे किनारा ही खींचते जाते है"	जो कहते हैं: आप कह रहे हैं कि आपके सुनने और देखने और आपके दिल को आपके पास ले जाने के अलावा, अल्लाह ने आपको यह दुनिया को आपके लिए किसी भी god को दिया है, क्या कोई अन्य god आपको आपके लिए किसी god को देगा? देखो! हम जो संकेत देते हैं, वे आपको भी दिखाई देते हैं, और संकेत जो सुसज्जित हैं, वे भी सुसज्जित हो जाते हैं।
1506	1506	1506	You do n't seem to have write access to this root album. Without this access, image and metadata editing will not work.	डिज़ीकैम के लिए छवि में चारों ओर किनारा जोड़ें प्लगइन.	आपको इस रूट अल्बम पर लिखने की पहुँच नहीं है. बिना इस पहुँच के इमेज और मेटाडेटा एडिटिंग काम करना संभव नहीं है.
1507	1507	1507	- We're with you, Alexander!	- हम तुम्हारे साथ सिकंदर हैं!	- वे हमारे साथ हैं अलेक्जेंडर!
1508	1508	1508	[goat bleats] man speaking native language:	[बकरी मिमयाती है] पुरुष अपनी मातृभाषा में बोल रहा है: मेरी कहानी यह है कि मैं काम नहीं कर सकता,	[गाय की चीख] मानव: मूल भाषा:
1509	1509	1509	You can try to get through.	तुम बीच से निकलने की कोशिश कर सकते हो.	आप जितना जितना हो सके जाने का प्रयास कर सकते हैं।
1510	1510	1510	The day Allah will gather the apostles and say, ‘What was the response to you?’ They will say, ‘We have no knowledge. Indeed You are knower of all that is Unseen.’	(उस वक्त क़ो याद करो) जिस दिन ख़ुदा अपने पैग़म्बरों को जमा करके पूछेगा कि (तुम्हारी उममत की तरफ से तबलीग़े एहकाम का) क्या जवाब दिया गया तो अर्ज क़रेगें कि हम तो (चन्द ज़ाहिरी बातों के सिवा) कुछ नहीं जानते तू तो खुद बड़ा ग़ैब वॉ है	अल्लाह के दिन apostles का समूह होगा जो कहेगा, “हम आपको क्या जवाब देंगे ?” वे जवाब देंगे, “हमें ज्ञान नहीं है। वास्तव में तुम सभी को देख सकते हो है तो ये कि तुम ज्ञानी हो।”
1511	1511	1511	& Search	ढूंढें (S) @ label Type of file	& सर्च
1512	1512	1512	Server Settings	सर्वर विन्यास	सेवा स्थान
1513	1513	1513	And it has already come down to you in the Book that when you hear the verses of Allah [recited], they are denied [by them] and ridiculed; so do not sit with them until they enter into another conversation. Indeed, you would then be like them. Indeed Allah will gather the hypocrites and disbelievers in Hell all together -	वह 'किताब' में तुमपर यह हुक्म उतार चुका है कि जब तुम सुनो कि अल्लाह की आयतों का इनकार किया जा रहा है और उसका उपहास किया जा रहा है, तो जब तब वे किसी दूसरी बात में न लगा जाएँ, उनके साथ न बैठो, अन्यथा तुम भी उन्हीं के जैसे होगे; निश्चय ही अल्लाह कपटाचारियों और इनकार करनेवालों - सबको जहन्नम में एकत्र करनेवाला है	और उन्होंने आपको इस किताब में सुनी सभा की बात बताई है कि जब आप अल्लाह के गीतों को सुनते हैं तो उन्होंने उन्हें सुनने वालों के लिए स्वीकार नहीं किया और उनकी निंदा नहीं की; ऐसा तब करने से पहले उन्हें अन्य चर्चा में शामिल नहीं करना चाहिए. वास्तव में, आप तब उनकी तरह ही होंगी और अल्लाह ने हद के लोगों में सभी को एक साथ हिला दिया है।
1514	1514	1514	Is it not that whenever they made a covenant, a part of them would cast it away? Rather, the majority of them do not have faith.	क्या यह एक निश्चित नीति है कि जब कि उन्होंने कोई वचन दिया तो उनके एक गिरोह ने उसे उठा फेंका? बल्कि उनमें अधिकतर ईमान ही नहीं रखते	क्या नहीं है कि जब कभी वे संधि बना लेते हैं, उसे भी छोड़ देते हैं? बेहतर है, ज़्यादातर उनमें ईमानदारी नहीं होती है।
