	Source_Dialogue	Reference	MT
1872	Whatsoever is in the heavens and the earth belongs to Him, and His the judgement for ever. So will you fear any other than God?	जो कुछ आकाशों और धरती में है सब उसी का है। उसी का दीन (धर्म) स्थायी और अनिवार्य है। फिर क्या अल्लाह के सिवा तुम किसी और का डर रखोगे?	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1873	You spoil my daughter and I get the blame for it	तुम मेरी बेटी को खराब कर रही हो और दोष मुझे मिलता है	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1874	Allah! There is none worthy of worship except Him; He will surely gather you all on the Day of Resurrection in which there is no doubt; and whose Words are more true than those of Allah? (Allah does not lie.)	अल्लाह के सिवा कोई इष्ट -पूज्य नहीं। वह तुम्हें क़ियामत के दिन की ओर ले जाकर इकट्ठा करके रहेगा, जिसके आने में कोई संदेह नहीं, और अल्लाह से बढ़कर सच्ची बात और किसकी हो सकती है	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1875	Wonderful party, thank you!	अद्भुत पार्टी, धन्यवाद!	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1876	So, if thou art in doubt regarding what We have sent down to thee, ask those who recite the Book before thee. The truth has come to thee from thy Lord; so be not of the doubters,	पस जो कुरान हमने तुम्हारी तरफ नाज़िल किया है अगर उसके बारे में तुम को कुछ शक़ हो तो जो लोग तुम से पहले से किताब (ख़ुदा) पढ़ा करते हैं उन से पूछ के देखों तुम्हारे पास यक़ीनन तुम्हारे परवरदिगार की तरफ से बरहक़ किताब आ चुकी तो तू न हरगिज़ शक़ करने वालों से होना	The truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the truth, the truth is the
1877	So how could you produce a fetching creature such as that?	आप उस सुंदर प्राणी को पैदा कर सकते हैं जो वहां है?	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1878	This event has been deleted.	यह घटना मिटायी जा चुकी है.	The final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the
1879	_Burn Image...	छवि लिखें (_B)...	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1880	All right, look, we're not going to let a couple of seagulls ruin our moment.	ठीक हम किसी भी सीगल को इन पलों को बरबाद करने नहीं देंगे।	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1881	I'd always thought that...	मैंने हमेशा सोचा था...	I'd be the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the
1882	If you close the document anyway, you will lose that information.	यदि आप जैसे भी हो, दस्तावेज़ चुनते हैं, आप जानकारियाँ खो देंगे.	The only the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most
1883	You'd make a good trapper.	तुम अच्छे बहेलिए बनोगे।	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1884	We ate and ate at a hot dog stand.	हू हू!	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1885	We bestowed upon Lot sound judgement and knowledge, and We delivered him from the city that was immersed in foul deeds. They were indeed a wicked people, exceedingly disobedient.	और लूत को भी हम ही के फ़हमे सलीम और नबूवत अता की और हम ही ने उस बस्ती से जहाँ के लोग बदकारियाँ करते थे नजात दी इसमें शक नहीं कि वह लोग बड़े बदकार आदमी थे	The first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the first time, and the
1886	Not true, I have never done that!	नहीं, मैं ऐसा कभी किया!	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1887	But the plot didn't end there.	लेकिन साजिश यहीं खत्म नहीं हुई.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1888	You're a receptionist.	तुम रिसेप्शनिस्ट हो।	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1889	General	सामान्य	The final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the
1890	Tiger Two's hit.He's going down.	टाइगर दो की hit.He नीचे जा रहा है.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1891	Leave them to eat, and enjoy, and be lulled by hope. They will find out.	छोड़ो उन्हें खाएँ और मज़े उड़ाएँ और (लम्बी) आशा उन्हें भुलावे में डाले रखे। उन्हें जल्द ही मालूम हो जाएगा!	The first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the first time to be the
1892	Who do you think broke the window?	तुम्हें क्या लगता है? खिड़की किसने तोड़ी है?	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1893	I love you so much, Madi	मादी, हम तुम्हें बहुत चाहते हैं	I love you to the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and the first, and
1894	Cannot create folder in offline mode.	ऑफ़लाइन मोड में फ़ोल्डर नहीं बना सकता.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1895	GTK+ (Application)	GTK अनुप्रयोग	The 1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
1896	Because Grandma is telling me-- all the grandmas, all the friends are saying what a great boy you are.	क्योंकि दादी मां मुझसे कहती हैं-- सभी दादी मां, सभी दोस्त कहते हैं कि तुम कितने अच्छे लड़के हो.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1897	_Company:	कंपनी (_C):	The 1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
1898	He's lost in the mountains with no army.	वह कोई सेना के साथ पहाड़ों में खो जाता है.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1899	It's good...	ये प्यारा है...	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1900	- I'll fax this down the first thing - Thank you.	~ ~ पहली बात मैं हूँ फैक्स यह नीचे धन्यवाद.	I'll be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing to be the first thing
1901	"The event ""%1"" includes other people. Do you want to email the invitation to the attendees?"	यह% 1 अन्य व्यक्तियों को भी सम्मिलित करता है. क्या उपस्थिति को ई- मेल भेजा जाना चाहिए?	The event is the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the
1902	Mouse-based interactive map widget for selecting timezone. Keyboard users should instead select the timezone from the drop-down combination box below.	समय क्षेत्र के लिए माउस आधारित अंतःक्रियात्मक मैप विजेट. कुंजीपटल उपयोक्ता को समय क्षेत्र को लटकते संयुक्त बॉक्स से चुनना चाहिए.	The final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the
1903	Next	अगला	The first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time,
1904	Welcome aboard, dragon rider.	स्वागत हो, ड्रैगन-सवार!	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1905	Do you have one that's cheaper?	इससे सस्ता वाला है क्या?	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
1906	Comment	टिप्पणी	The following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following
1907	Your possessions and your offspring are nothing but a trial for you. And there awaits a great reward for you with Allah.	तुम्हारे माल और तुम्हारी सन्तान तो केवल एक आज़माइश है, और अल्लाह ही है जिसके पास बड़ा प्रतिदान है	The only the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important,
