	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
1482	1482	1482	(Chris, Echoing) Hello!	हैलो!	assistant.
1483	1483	1483	Like, it don't make sense.	तरह, यह मतलब नहीं है.	"assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant."
1484	1484	1484	The stuff's out of your system.	यह लड़का है उसके दिमाग से बाहर.	assistant.
1485	1485	1485	Or have they taken to themselves guardians other than Him? But Allah, He is the Guardian. He revives the dead and has power over all things.	क्या उन लोगों ने ख़ुदा के सिवा (दूसरे) कारसाज़ बनाए हैं तो कारसाज़ बस ख़ुदा ही है और वही मुर्दों को ज़िन्दा करेगा और वही हर चीज़ पर क़ुदरत रखता है	assistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistant
1486	1486	1486	And they said, “O you magician! Pray for us to your Lord, by the means of His covenant which is with you; we will certainly come to guidance.”	"उनका कहना था, ""ऐ जादूगर! अपने रब से हमारे लिए प्रार्थना कर, उस प्रतिज्ञा के आधार पर जो उसने तुझसे कर रखी है। निश्चय ही हम सीधे मार्ग पर चलेंगे।"""	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1487	1487	1487	I'm going to be leading them to great things.	पर आने वाले दिनों में मैं उन्हें ऊँचाइयों की ओर ले जाऊँगा।	assistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistant
1488	1488	1488	Know that Allah gives life to the earth after its death! Indeed We have made clear the Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) to you, if you but understand.	जान लो, अल्लाह धरती को उसकी मृत्यु के पश्चात जीवन प्रदान करता है। हमने तुम्हारे लिए आयतें खोल-खोलकर बयान कर दी है, ताकि तुम बुद्धि से काम लो	assistant.
1489	1489	1489	To every community We sent a messenger: “Worship God, and avoid idolatry.” Some of them God guided, while others deserved misguidance. So travel through the earth, and see what the fate of the deniers was.	और हमने तो हर उम्मत में एक (न एक) रसूल इस बात के लिए ज़रुर भेजा कि लोगों ख़ुदा की इबादत करो और बुतों (की इबादत) से बचे रहो ग़रज़ उनमें से बाज़ की तो ख़ुदा ने हिदायत की और बाज़ के (सर) पर गुमराही सवार हो गई तो ज़रा तुम लोग रुए ज़मीन पर चल फिर कर देखो तो कि (पैग़म्बराने ख़ुदा के) झुठलाने वालों को क्या अन्जाम हुआ	assistant.
1490	1490	1490	And lo, thy Lord! He is indeed the Mighty, the Merciful.	और निश्चय ही तुम्हारा रब ही है जो बड़ा प्रभुत्वशाली, अत्यन्त दयावान है	assistant.
1491	1491	1491	A state of mind.	दिमाग की एक स्थिति।	assistant.
1492	1492	1492	Repository origin; Drop or type a different revision here	रेपोसिटरी छोडें या क़िस्म a	assistant.
1493	1493	1493	A power station is on high alert tonight as environmental campaigners have vowed to shut it down.	बिजली संयंत्र पर आज रात कड़ी निगरानी रखी गई है क्योंकि पर्यावरण कार्यकर्ताओं ने इसे बंद करने की योजना बनाई है.	assistant.
1494	1494	1494	It is Allah Who sends the Winds, and they raise the Clouds: then does He spread them in the sky as He wills, and break them into fragments, until thou seest rain-drops issue from the midst thereof: then when He has made them reach such of his servants as He wills behold, they do rejoice!-	अल्लाह ही है जो हवाओं को भेजता है। फिर वे बादलों को उठाती हैं; फिर जिस तरह चाहता है उन्हें आकाश में फैला देता है और उन्हें परतों और टुकड़ियों का रूप दे देता है। फिर तुम देखते हो कि उनके बीच से वर्षा की बूँदें टपकी चली आती है। फिर जब वह अपने बन्दों में से जिनपर चाहता है, उसे बरसाता है। तो क्या देखते है कि वे हर्षित हो उठे	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1495	1495	1495	Enough with the coffee.	कॉफी के साथ बहुत हो गया.	assistant.
1496	1496	1496	Some kid I have.	कुछ ही बच्चे है मेरे.	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1497	1497	1497	“O Yusuf! O truthful one! Explain for us the seven healthy cows which seven lean cows were eating and the seven green ears of corn and seven others dry, so I may return to the people, possibly they may come to know.”	(ग़रज़ वह गया और यूसुफ से कहने लगा) ऐ यूसुफ ऐ बड़े सच्चे (यूसुफ) ज़रा हमें ये तो बताइए कि सात मोटी ताज़ी गायों को सात पतली गाय खाए जाती है और सात बालियॉ हैं हरी कचवा और फिर (सात) सूखी मुरझाई (इसकी ताबीर क्या है) तो मैं लोगों के पास पलट कर जाऊँ (और बयान करुँ)	assistant.
1498	1498	1498	Certainly We created above you seven levels and We have not been oblivious of the creation.	और हम ही ने तुम्हारे ऊपर तह ब तह आसमान बनाए और हम मख़लूक़ात से बेखबर नही है	assistant.
1499	1499	1499	Name	नाम	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1500	1500	1500	Had any love affairs before meeting Indu?	इंदु से मिलने से पहले तुम्हारा कोई लव अफ़ेयर था?	assistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistant
1501	1501	1501	No shots have been fired.	कोई गोली नहीं चली है.	assistant.
1502	1502	1502	It's a very hard surface to be sleeping on.	सोने के लिए यह काफ़ी कठोर जगह है.	assistant.
1503	1503	1503	Copy Folder To	फ़ोल्डर की नक़ल यहाँ लें	assistant.
1504	1504	1504	Your life hangs in the balance.	अपने जीवन अधर में लटका हुआ है.	assistant.
1505	1505	1505	Say thou: look ye were Allah to take away your hearing and your sight and seal up your hearts, what god, other than Allah, shall bring them unto you? Behold! how variously We propound the signs, yet they turn aside.	"कहो, ""क्या तुमने यह भी सोचा कि यदि अल्लाह तुम्हारे सुनने की और तुम्हारी देखने की शक्ति छीन ले और तुम्हारे दिलों पर ठप्पा लगा दे, तो अल्लाह के सिवा कौन पूज्य है जो तुम्हें ये चीज़े लाकर दे?"" देखो, किस प्रकार हम तरह-तरह से अपनी निशानियाँ बयान करते है! फिर भी वे किनारा ही खींचते जाते है"	assistant.
1506	1506	1506	You do n't seem to have write access to this root album. Without this access, image and metadata editing will not work.	डिज़ीकैम के लिए छवि में चारों ओर किनारा जोड़ें प्लगइन.	assistant.
1507	1507	1507	- We're with you, Alexander!	- हम तुम्हारे साथ सिकंदर हैं!	assistant.
1508	1508	1508	[goat bleats] man speaking native language:	[बकरी मिमयाती है] पुरुष अपनी मातृभाषा में बोल रहा है: मेरी कहानी यह है कि मैं काम नहीं कर सकता,	assistantassistant.
1509	1509	1509	You can try to get through.	तुम बीच से निकलने की कोशिश कर सकते हो.	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1510	1510	1510	The day Allah will gather the apostles and say, ‘What was the response to you?’ They will say, ‘We have no knowledge. Indeed You are knower of all that is Unseen.’	(उस वक्त क़ो याद करो) जिस दिन ख़ुदा अपने पैग़म्बरों को जमा करके पूछेगा कि (तुम्हारी उममत की तरफ से तबलीग़े एहकाम का) क्या जवाब दिया गया तो अर्ज क़रेगें कि हम तो (चन्द ज़ाहिरी बातों के सिवा) कुछ नहीं जानते तू तो खुद बड़ा ग़ैब वॉ है	assistant.
1511	1511	1511	& Search	ढूंढें (S) @ label Type of file	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1512	1512	1512	Server Settings	सर्वर विन्यास	"assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant.
assistantassistant."
1513	1513	1513	And it has already come down to you in the Book that when you hear the verses of Allah [recited], they are denied [by them] and ridiculed; so do not sit with them until they enter into another conversation. Indeed, you would then be like them. Indeed Allah will gather the hypocrites and disbelievers in Hell all together -	वह 'किताब' में तुमपर यह हुक्म उतार चुका है कि जब तुम सुनो कि अल्लाह की आयतों का इनकार किया जा रहा है और उसका उपहास किया जा रहा है, तो जब तब वे किसी दूसरी बात में न लगा जाएँ, उनके साथ न बैठो, अन्यथा तुम भी उन्हीं के जैसे होगे; निश्चय ही अल्लाह कपटाचारियों और इनकार करनेवालों - सबको जहन्नम में एकत्र करनेवाला है	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1514	1514	1514	Is it not that whenever they made a covenant, a part of them would cast it away? Rather, the majority of them do not have faith.	क्या यह एक निश्चित नीति है कि जब कि उन्होंने कोई वचन दिया तो उनके एक गिरोह ने उसे उठा फेंका? बल्कि उनमें अधिकतर ईमान ही नहीं रखते	assistant.
1515	1515	1515	Custom	मनपसंद (u)	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1516	1516	1516	Please do not use the elevators.	लिफ्ट का प्रयोग न करें	assistant.
1517	1517	1517	You making me good money.	तुम मुझे अच्छा पैसा बना रही है।	assistant.
1518	1518	1518	I'M THE ONE WITH A FUCKING GUN HERE!	मैं यहाँ एक बंदूक के साथ एक हूँ!	assistant.
1519	1519	1519	...it's the difference between a tenth and a half second but in battle, that's a long time... Aim. Fire.	... यह एक दसवें और एक दूसरी छमाही के बीच का अंतर है लेकिन लड़ाई में, कि एक लंबे समय है...	assistant.
1520	1520	1520	That was because they were averse to what Allah had revealed; so He let their works go to waste.	यह इसलिए कि उन्होंने उस चीज़ को नापसन्द किया जिसे अल्लाह ने अवतरित किया, तो उसने उनके कर्म अकारथ कर दिए	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1521	1521	1521	_Delivered	दिया गया (_D)	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1522	1522	1522	What's wrong with that cop?	कि पुलिस वाले के साथ क्या गलत है?	assistant.
1523	1523	1523	Rotor	रोटर	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1524	1524	1524	When We provide comfort for the human being, he withdraws and distances himself; but when adversity befalls him, he starts lengthy prayers.	(वह अलग) और जब हम इन्सान पर एहसान करते हैं तो (हमारी तरफ से) मुँह फेर लेता है और मुँह बदलकर चल देता है और जब उसे तकलीफ़ पहुँचती है तो लम्बी चौड़ी दुआएँ करने लगता है	assistant.
1525	1525	1525	"The register function hasn't been found automatically in the following pretty printer files: %s You need to fill yourself the register function columns before enabling the rows. Most of the time the register function name contains the word ""register""."	फंक्शन पाया इंच अनुसरण कर रहा है फ़ाइल नहीं से. को भरें फंक्शन स्तम्भ पहले सक्रिय कर रहा है पंक्तियाँ का समय फंक्शन नाम रखता है शब्द.	assistant.
1526	1526	1526	Leave it to me to prepare lunch.	खाना बनाना मुझपर छोड़ दो।	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1527	1527	1527	Do they feel secure against God's devising? No one feels secure against God's devising except for those doomed to ruin.	आख़िर क्या वे अल्लाह की चाल से निश्चिन्त हो गए थे? तो (समझ लो उन्हें टोटे में पड़ना ही था, क्योंकि) अल्लाह की चाल से तो वही लोग निश्चित होते है, जो टोटे में पड़नेवाले होते है	assistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistant
1528	1528	1528	Type	क़िस्म	"assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant.
assistant."
1529	1529	1529	He challenges people.	उन्होंने कहा कि लोगों को चुनौती दी.	assistant.
1530	1530	1530	I have done everything you said.	मैं सब कुछ किया है तुमने कहा था।	assistant.
1531	1531	1531	- Bharti.	भारती।	assistant.
1532	1532	1532	They said: If he steal, a brother of his did indeed steal before; but Yusuf kept it secret in his heart and did not disclose it to them. He said: You are in an evil condition and Allah knows best what you state.	(ग़रज़) इब्ने यामीन रोक लिए गए तो ये लोग कहने लगे अगर उसने चोरी की तो (कौन ताज्जुब है) इसके पहले इसका भाई (यूसुफ) चोरी कर चुका है तो यूसुफ ने (उसका कुछ जवाब न दिया) उसको अपने दिल में पोशीदा (छुपाये) रखा और उन पर ज़ाहिर न होने दिया मगर ये कह दिया कि तुम लोग बड़े ख़ाना ख़राब (बुरे आदमी) हो	assistant.
1533	1533	1533	A swordsman came.	एक तलवारबाज आया...	assistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistantassistant
